% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.749530649e+01 +2.749530649e+01 +1.055530649e+01 +1.055530649e+01 +3.0383e+00 +1.2519e+00
11 +2.305342865e+01 +2.305342865e+01 +6.113428650e+00 +6.113428650e+00 +3.7149e+00 +1.1910e-01
41 +1.166192842e+01 +1.166192842e+01 -5.278071579e+00 -5.278071579e+00 +3.6451e+00 +1.1238e+00
62 +9.847828960e+00 +9.847828960e+00 -7.092171040e+00 -7.092171040e+00 +4.4714e+00 -4.1174e-02
71 +4.064687544e+00 +4.064687544e+00 -1.287531246e+01 -1.287531246e+01 +3.5030e+00 +2.4585e+00
126 +1.469774100e+00 +1.469774100e+00 -1.547022590e+01 -1.547022590e+01 +3.7024e+00 +2.3888e+00
153 +1.886259681e-01 +1.886259681e-01 -1.675137403e+01 -1.675137403e+01 +3.6420e+00 +2.6051e+00
216 +6.219195073e-02 +6.219195073e-02 -1.687780805e+01 -1.687780805e+01 +3.6378e+00 +2.6086e+00
% function evaluation | noise-free fitness - Fopt (1.881000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.275806111e+02 +2.275806111e+02 +2.463906111e+02 +2.463906111e+02 -3.5742e+00 -4.5018e+00
2 +5.316972699e+01 +5.316972699e+01 +7.197972699e+01 +7.197972699e+01 -2.6744e+00 +2.5960e-01
8 +1.853766509e+01 +1.853766509e+01 +3.734766509e+01 +3.734766509e+01 +1.8258e+00 +2.2191e+00
71 +5.998782029e+00 +5.998782029e+00 +2.480878203e+01 +2.480878203e+01 +2.8109e-01 +1.8480e+00
127 +2.424853321e+00 +2.424853321e+00 +2.123485332e+01 +2.123485332e+01 +1.8808e-01 +1.8016e+00
130 +1.124307717e+00 +1.124307717e+00 +1.993430772e+01 +1.993430772e+01 +1.5648e-01 +1.7507e+00
175 +7.060110460e-01 +7.060110460e-01 +1.951601105e+01 +1.951601105e+01 +1.5425e-01 +1.7248e+00
232 +6.177093191e-01 +6.177093191e-01 +1.942770932e+01 +1.942770932e+01 +8.8070e-02 +1.7342e+00
244 +3.214906001e-01 +3.214906001e-01 +1.913149060e+01 +1.913149060e+01 +9.9611e-02 +1.7316e+00
481 +2.508231238e-01 +2.508231238e-01 +1.906082312e+01 +1.906082312e+01 +1.0346e-01 +1.7367e+00
% function evaluation | noise-free fitness - Fopt (2.731500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.821175551e+02 +2.821175551e+02 +5.552675551e+02 +5.552675551e+02 +2.6657e+00 +4.3086e+00
2 +2.173132019e+02 +2.173132019e+02 +4.904632019e+02 +4.904632019e+02 +1.2407e+00 +4.0786e-01
5 +1.321927690e+02 +1.321927690e+02 +4.053427690e+02 +4.053427690e+02 -6.8337e-01 +2.3446e+00
10 +7.692863909e+01 +7.692863909e+01 +3.500786391e+02 +3.500786391e+02 -1.3441e+00 +4.0545e+00
11 +3.161842679e+01 +3.161842679e+01 +3.047684268e+02 +3.047684268e+02 -3.2277e+00 +2.9545e+00
