% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.751186131e+03 +5.751186131e+03 +5.844126131e+03 +5.844126131e+03
2 +3.313359122e+03 +3.313359122e+03 +3.406299122e+03 +3.406299122e+03
12 +2.385760830e+03 +2.385760830e+03 +2.478700830e+03 +2.478700830e+03
235 +1.557203545e+03 +1.557203545e+03 +1.650143545e+03 +1.650143545e+03
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.253013856e+03 +8.253013856e+03 +8.288363856e+03 +8.288363856e+03
2 +3.960821210e+03 +3.960821210e+03 +3.996171210e+03 +3.996171210e+03
28 +2.379013813e+03 +2.379013813e+03 +2.414363813e+03 +2.414363813e+03
64 +1.485690680e+03 +1.485690680e+03 +1.521040680e+03 +1.521040680e+03
% function evaluation | noise-free fitness - Fopt (3.820000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.163623627e+03 +7.163623627e+03 +7.167443627e+03 +7.167443627e+03
2 +3.630457171e+03 +3.630457171e+03 +3.634277171e+03 +3.634277171e+03
19 +2.218690523e+03 +2.218690523e+03 +2.222510523e+03 +2.222510523e+03
137 +1.164244319e+03 +1.164244319e+03 +1.168064319e+03 +1.168064319e+03
% function evaluation | noise-free fitness - Fopt (2.175000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.169458112e+03 +6.169458112e+03 +6.191208112e+03 +6.191208112e+03
3 +3.832266098e+03 +3.832266098e+03 +3.854016098e+03 +3.854016098e+03
4 +2.356700306e+03 +2.356700306e+03 +2.378450306e+03 +2.378450306e+03
202 +1.512175375e+03 +1.512175375e+03 +1.533925375e+03 +1.533925375e+03
% function evaluation | noise-free fitness - Fopt (6.479000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.199240502e+03 +4.199240502e+03 +4.264030502e+03 +4.264030502e+03
3 +3.884966624e+03 +3.884966624e+03 +3.949756624e+03 +3.949756624e+03
4 +1.896867586e+03 +1.896867586e+03 +1.961657586e+03 +1.961657586e+03
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.617871189e+03 +5.617871189e+03 +4.617871189e+03 +4.617871189e+03
3 +2.603660203e+03 +2.603660203e+03 +1.603660203e+03 +1.603660203e+03
31 +2.291335679e+03 +2.291335679e+03 +1.291335679e+03 +1.291335679e+03
% function evaluation | noise-free fitness - Fopt (6.750100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.954418150e+03 +3.954418150e+03 +4.629428150e+03 +4.629428150e+03
48 +2.400397360e+03 +2.400397360e+03 +3.075407360e+03 +3.075407360e+03
% function evaluation | noise-free fitness - Fopt (-3.580600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
