% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.040316549e+06 +1.040316549e+06 +1.040440379e+06 +1.040440379e+06
2 +3.696666475e+05 +3.696666475e+05 +3.697904775e+05 +3.697904775e+05
169 +2.331816807e+05 +2.331816807e+05 +2.333055107e+05 +2.333055107e+05
599 +1.468726021e+05 +1.468726021e+05 +1.469964321e+05 +1.469964321e+05
1050 +9.931884336e+04 +9.931884336e+04 +9.944267336e+04 +9.944267336e+04
1620 +6.099165593e+04 +6.099165593e+04 +6.111548593e+04 +6.111548593e+04
2060 +3.934396934e+04 +3.934396934e+04 +3.946779934e+04 +3.946779934e+04
2501 +2.489318899e+04 +2.489318899e+04 +2.501701899e+04 +2.501701899e+04
2834 +1.565248332e+04 +1.565248332e+04 +1.577631332e+04 +1.577631332e+04
3182 +8.671585280e+03 +8.671585280e+03 +8.795415280e+03 +8.795415280e+03
3337 +6.127091550e+03 +6.127091550e+03 +6.250921550e+03 +6.250921550e+03
3752 +3.949738186e+03 +3.949738186e+03 +4.073568186e+03 +4.073568186e+03
4097 +2.483536237e+03 +2.483536237e+03 +2.607366237e+03 +2.607366237e+03
4810 +1.543749143e+03 +1.543749143e+03 +1.667579143e+03 +1.667579143e+03
5493 +9.813537100e+02 +9.813537100e+02 +1.105183710e+03 +1.105183710e+03
6038 +5.947062042e+02 +5.947062042e+02 +7.185362042e+02 +7.185362042e+02
6460 +3.912658044e+02 +3.912658044e+02 +5.150958044e+02 +5.150958044e+02
7147 +2.494223436e+02 +2.494223436e+02 +3.732523436e+02 +3.732523436e+02
7826 +1.582948387e+02 +1.582948387e+02 +2.821248387e+02 +2.821248387e+02
9465 +9.971520479e+01 +9.971520479e+01 +2.235452048e+02 +2.235452048e+02
10978 +6.277002948e+01 +6.277002948e+01 +1.866000295e+02 +1.866000295e+02
18690 +3.981027272e+01 +3.981027272e+01 +1.636402727e+02 +1.636402727e+02
% function evaluation | noise-free fitness - Fopt (4.751000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.137397482e+05 +9.137397482e+05 +9.137872582e+05 +9.137872582e+05
9 +4.985350232e+05 +4.985350232e+05 +4.985825332e+05 +4.985825332e+05
75 +3.840818469e+05 +3.840818469e+05 +3.841293569e+05 +3.841293569e+05
223 +1.792314279e+05 +1.792314279e+05 +1.792789379e+05 +1.792789379e+05
410 +1.541324152e+05 +1.541324152e+05 +1.541799252e+05 +1.541799252e+05
650 +8.652905425e+04 +8.652905425e+04 +8.657656425e+04 +8.657656425e+04
939 +5.728460190e+04 +5.728460190e+04 +5.733211190e+04 +5.733211190e+04
1185 +3.604597012e+04 +3.604597012e+04 +3.609348012e+04 +3.609348012e+04
1807 +2.489486941e+04 +2.489486941e+04 +2.494237941e+04 +2.494237941e+04
2097 +1.581920238e+04 +1.581920238e+04 +1.586671238e+04 +1.586671238e+04
2586 +9.131831530e+03 +9.131831530e+03 +9.179341530e+03 +9.179341530e+03
3184 +5.862220718e+03 +5.862220718e+03 +5.909730718e+03 +5.909730718e+03
3759 +3.906497181e+03 +3.906497181e+03 +3.954007181e+03 +3.954007181e+03
4408 +2.425421258e+03 +2.425421258e+03 +2.472931258e+03 +2.472931258e+03
7026 +1.578449384e+03 +1.578449384e+03 +1.625959384e+03 +1.625959384e+03
13027 +9.999105340e+02 +9.999105340e+02 +1.047420534e+03 +1.047420534e+03
29355 +6.304669802e+02 +6.304669802e+02 +6.779769802e+02 +6.779769802e+02
40676 +3.977009169e+02 +3.977009169e+02 +4.452109169e+02 +4.452109169e+02
47401 +2.506972380e+02 +2.506972380e+02 +2.982072380e+02 +2.982072380e+02
51151 +1.579229477e+02 +1.579229477e+02 +2.054329477e+02 +2.054329477e+02
52892 +9.985220050e+01 +9.985220050e+01 +1.473622005e+02 +1.473622005e+02
54805 +6.193272838e+01 +6.193272838e+01 +1.094427284e+02 +1.094427284e+02
57328 +3.945067051e+01 +3.945067051e+01 +8.696067051e+01 +8.696067051e+01
% function evaluation | noise-free fitness - Fopt (5.534000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.829331721e+05 +3.829331721e+05 +3.829885121e+05 +3.829885121e+05
198 +2.123344388e+05 +2.123344388e+05 +2.123897788e+05 +2.123897788e+05
396 +1.579637961e+05 +1.579637961e+05 +1.580191361e+05 +1.580191361e+05
653 +9.864608550e+04 +9.864608550e+04 +9.870142550e+04 +9.870142550e+04
1092 +3.966706454e+04 +3.966706454e+04 +3.972240454e+04 +3.972240454e+04
1498 +2.485609109e+04 +2.485609109e+04 +2.491143109e+04 +2.491143109e+04
1907 +1.558962705e+04 +1.558962705e+04 +1.564496705e+04 +1.564496705e+04
2253 +9.694743266e+03 +9.694743266e+03 +9.750083266e+03 +9.750083266e+03
2802 +6.295006193e+03 +6.295006193e+03 +6.350346193e+03 +6.350346193e+03
3263 +3.978127262e+03 +3.978127262e+03 +4.033467262e+03 +4.033467262e+03
3923 +2.451065791e+03 +2.451065791e+03 +2.506405791e+03 +2.506405791e+03
4411 +1.552852250e+03 +1.552852250e+03 +1.608192250e+03 +1.608192250e+03
5696 +9.991438276e+02 +9.991438276e+02 +1.054483828e+03 +1.054483828e+03
