% function evaluation | noise-free fitness - Fopt (-1.025500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.819525246e+01 +5.819525246e+01 -2.847475417e-01 -2.847475417e-01 -6.8109e-01 -3.2658e+00 -3.4280e+00 +4.9012e+00 +9.4479e-01 +2.7475e+00 -2.0977e+00 -3.3407e-01 +1.6991e+00 +2.7386e+00 +2.3273e+00 +4.4924e+00 -2.0511e-01 -2.1325e+00 +2.2588e+00 +1.1562e+00 +1.5294e+00 -2.3421e-02 -1.9984e+00 +3.1963e+00
2 +3.565340387e+01 +3.565340387e+01 -2.282659613e+01 -2.282659613e+01 +2.3583e+00 +2.9869e+00 -4.3581e+00 +3.7138e+00 -2.6835e-01 +2.3271e+00 -4.9740e+00 -9.0633e-01 +3.1157e+00 +1.0533e+00 +2.6542e-01 -5.2242e-01 -1.3579e+00 -1.4178e+00 -1.3899e-01 -4.9163e+00 +4.2759e-02 -1.1716e+00 +9.0549e-02 +3.4815e-01
58 +2.249102993e+01 +2.249102993e+01 -3.598897007e+01 -3.598897007e+01 -7.3128e-01 -4.3619e+00 +1.9328e-01 +2.2879e-01 +2.2267e+00 +1.2618e+00 +3.3360e+00 +3.6009e+00 -1.6640e+00 +7.5090e-02 +9.5185e-02 +1.6549e+00 +3.9234e+00 -2.6174e-01 +3.6551e+00 +3.6680e+00 -8.1632e-02 -1.6169e+00 +2.3806e+00 -1.8863e-02
% function evaluation | noise-free fitness - Fopt (-6.130800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.898512761e+01 +7.898512761e+01 -5.340948724e+02 -5.340948724e+02 +4.5306e+00 +1.4409e+00 -2.7004e+00 -2.5972e+00 -2.7082e+00 +4.8429e+00 -2.7539e+00 -6.0969e-01 +6.6806e-02 +1.2219e+00 +7.6404e-01 +4.6325e+00 -2.7701e+00 +1.3693e+00 -3.2264e+00 +4.8444e+00 -1.4912e+00 -2.3004e+00 +2.4076e+00 +4.4891e+00
2 +3.019602024e+01 +3.019602024e+01 -5.828839798e+02 -5.828839798e+02 -1.4660e+00 +2.7837e+00 +3.7299e+00 +9.7297e-01 +3.2854e+00 +7.4585e-01 -5.4768e-01 +1.9267e+00 -3.5324e+00 -3.7194e+00 +1.1234e+00 -1.9743e+00 +1.6412e+00 -4.4254e+00 -3.5535e+00 -1.3227e+00 +1.6294e+00 -6.3676e-01 +7.7671e-01 -3.1196e+00
30 +2.381487610e+01 +2.381487610e+01 -5.892651239e+02 -5.892651239e+02 +1.6233e+00 -1.3284e+00 +2.5742e+00 +1.6470e-01 +8.0071e-01 -2.7976e+00 +5.1746e-01 +4.5738e+00 +3.1402e+00 -5.2632e-01 +3.9826e+00 +1.9574e+00 -1.1768e+00 +1.2392e+00 +2.2259e+00 -8.0236e-01 +1.8870e+00 +1.2628e-02 +1.4435e+00 -3.9880e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.152695395e+01 +6.152695395e+01 -9.384730461e+02 -9.384730461e+02 +2.8835e+00 +4.0625e+00 -1.8706e+00 +1.8080e+00 +3.1888e+00 +1.7862e+00 +1.0559e+00 -3.8478e+00 +4.8754e+00 +4.1490e+00 -2.8849e+00 +1.6676e+00 -1.9522e+00 -4.7780e-01 -3.0343e+00 +3.9945e-01 -4.7724e+00 +4.0436e+00 -4.4431e+00 +4.8984e+00
16 +3.524882146e+01 +3.524882146e+01 -9.647511785e+02 -9.647511785e+02 -3.5398e+00 +4.8221e+00 +1.4671e+00 +4.5174e+00 +1.1210e+00 -2.2388e+00 -2.3077e+00 -1.4387e+00 -2.6703e+00 +3.0049e+00 +2.9110e-01 +3.2845e+00 -2.1375e+00 -1.5211e+00 +3.1315e+00 +4.2201e-01 +1.0174e+00 -4.2889e+00 -3.8108e-02 +3.3400e+00
40 +1.834796687e+01 +1.834796687e+01 -9.816520331e+02 -9.816520331e+02 -4.1975e-01 -3.8481e+00 +3.9502e+00 -4.9321e-01 +2.4246e-01 +2.0209e+00 -2.1748e+00 -5.2024e-01 +1.7518e+00 -2.9067e-01 +1.2905e+00 +2.5755e+00 +2.6348e+00 -3.2312e+00 -1.9040e+00 +2.5776e+00 +3.9338e+00 -8.0389e-02 -2.0766e+00 +2.7568e+00
% function evaluation | noise-free fitness - Fopt (-4.841800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.378035384e+01 +4.378035384e+01 -4.403996462e+02 -4.403996462e+02 +7.1238e-01 +3.0183e-01 +3.2781e+00 +1.2679e+00 -6.5279e-01 +9.2679e-01 +2.7512e+00 -6.5516e-01 +1.7655e+00 +6.1715e-01 -2.2532e+00 +1.4946e+00 +4.9856e+00 +4.3263e+00 -7.7173e-01 -1.1402e-01 +4.5740e+00 +3.3360e-01 +3.6256e+00 +8.9313e-01
6 +2.952234928e+01 +2.952234928e+01 -4.546576507e+02 -4.546576507e+02 +2.0383e+00 +3.2116e+00 +4.9681e-01 -2.9143e+00 -7.2372e-02 -1.1444e+00 +5.4611e-01 -2.1176e+00 -1.8016e-01 +4.6886e+00 -4.9421e+00 +2.7371e+00 +1.7216e+00 +1.0262e+00 -3.0769e+00 +2.2342e+00 -7.4874e-01 -7.1250e-01 -2.2318e+00 -2.2221e+00
63 +2.346082934e+01 +2.346082934e+01 -4.607191707e+02 -4.607191707e+02 +9.3883e-01 +1.1285e+00 -6.7281e-01 +1.0478e-01 +9.4794e-01 -4.9537e+00 +1.9457e+00 +8.3899e-01 -1.1974e+00 +3.4542e+00 -1.8696e+00 -7.8788e-01 -3.3148e+00 +3.5927e+00 -2.0872e+00 -2.8023e+00 -8.4594e-01 -4.3637e+00 +8.4173e-01 +1.3671e+00
% function evaluation | noise-free fitness - Fopt (-2.504000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.619773888e+01 +4.619773888e+01 +2.115773888e+01 +2.115773888e+01 +3.3616e+00 -3.1980e+00 -3.1026e-03 +2.5954e+00 -3.4943e+00 -2.0200e+00 +4.6945e-01 +4.6351e+00 +1.8032e-01 +3.2437e+00 -3.2530e+00 -3.7469e+00 -3.8205e+00 +4.1523e-01 -1.5024e+00 -3.6150e+00 -3.2383e+00 +9.2754e-01 +1.5514e+00 +4.2817e+00
6 +2.979482751e+01 +2.979482751e+01 +4.754827511e+00 +4.754827511e+00 -1.2164e+00 +7.2610e-01 -3.1440e-01 -3.7874e+00 +2.2677e+00 -1.3260e+00 +8.5855e-01 +1.9650e+00 +1.4083e+00 -9.6923e-01 -2.6318e+00 +2.7559e+00 -3.8415e+00 +2.6498e+00 +2.7587e+00 -4.4873e-01 +4.5927e+00 +2.8634e+00 -1.0086e+00 -1.1130e+00
23 +2.402461534e+01 +2.402461534e+01 -1.015384665e+00 -1.015384665e+00 -3.9990e+00 -8.5443e-01 +1.3228e+00 +2.7036e-01 +4.7183e+00 -7.8248e-01 -4.3017e+00 -9.8881e-01 +4.5822e+00 -2.5016e+00 -2.5545e+00 +3.2698e+00 -2.6439e-01 +1.2479e+00 +3.1071e+00 +2.4314e+00 -3.2724e+00 +1.5938e+00 +2.3891e+00 +5.9474e-01
% function evaluation | noise-free fitness - Fopt (-1.411900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.601846849e+01 +9.601846849e+01 -4.517153151e+01 -4.517153151e+01 -4.3064e+00 -4.8151e+00 -3.4220e+00 +1.5492e-01 -3.9379e+00 +1.3825e+00 +4.0971e+00 -4.4573e+00 +3.0006e+00 -3.1880e+00 -1.7788e+00 -9.9492e-01 -4.0711e+00 +3.5158e-01 +5.0066e-02 -1.3371e+00 +8.3790e-01 +3.3943e+00 -3.9139e+00 +4.5123e+00
2 +3.220802042e+01 +3.220802042e+01 -1.089819796e+02 -1.089819796e+02 -2.0083e+00 +7.1462e-01 +2.7909e+00 +3.7646e+00 -4.1318e+00 -7.1211e-01 -3.3442e+00 -1.2160e+00 +5.9824e-01 -4.5891e+00 -3.1258e+00 -2.3554e+00 -2.0950e+00 -8.9756e-01 -1.7421e+00 +1.2877e+00 +2.5737e+00 -2.8852e+00 +2.0248e+00 -1.3028e+00
29 +2.224941306e+01 +2.224941306e+01 -1.189405869e+02 -1.189405869e+02 -2.5301e+00 -6.8696e-01 -3.1008e+00 +1.4974e+00 +3.0841e+00 -4.1890e-01 +4.3160e+00 +3.7144e+00 -1.3970e+00 -3.5431e+00 +2.5100e+00 +2.7498e+00 +3.2882e+00 +3.9624e+00 -4.7949e-01 +9.3519e-02 -1.0471e+00 -3.9569e-01 -2.0368e+00 -2.9481e+00
132 +1.446851403e+01 +1.446851403e+01 -1.267214860e+02 -1.267214860e+02 -2.4799e-01 +1.9746e+00 -1.8782e+00 -1.3709e+00 +2.5008e+00 +9.2835e-01 -4.8056e+00 -2.8435e+00 -3.2699e+00 +2.1023e+00 +1.0676e+00 +9.0118e-02 +1.1174e+00 -2.3151e+00 -3.3130e+00 -2.4220e+00 +2.6906e+00 -3.9188e+00 +1.9609e+00 +1.8380e+00
% function evaluation | noise-free fitness - Fopt (4.889000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.027999725e+02 +1.027999725e+02 +5.916999725e+02 +5.916999725e+02 -4.0873e+00 -2.3252e+00 +3.1751e+00 +4.0790e+00 -9.7915e-01 +3.1807e+00 -5.2400e-01 +8.8517e-02 -3.2476e+00 +4.9862e+00 +3.9032e+00 -2.2031e-01 +3.0323e+00 -3.5154e+00 -2.3129e+00 +4.2117e+00 -2.1491e+00 -3.2437e-01 -5.8515e-01 +4.6997e-01
3 +7.220499451e+01 +7.220499451e+01 +5.611049945e+02 +5.611049945e+02 +1.2021e+00 +4.2129e+00 -2.1531e+00 -4.6356e+00 +9.5134e-01 -2.3360e+00 -3.6021e+00 +2.3765e+00 +3.7869e+00 +3.8043e+00 +5.4616e-01 +2.9444e+00 -1.6597e+00 -2.1640e+00 -2.8701e+00 -4.8932e+00 +3.4117e+00 +1.1266e+00 -1.0773e+00 +2.0460e+00
5 +5.492406356e+01 +5.492406356e+01 +5.438240636e+02 +5.438240636e+02 +2.8968e+00 +4.9438e+00 -2.8848e+00 +4.3958e+00 -2.1538e+00 -2.2355e+00 +1.5378e+00 +4.2307e-01 +3.2837e+00 +2.2396e+00 +3.1897e+00 +1.6786e+00 -2.8956e+00 -3.2447e+00 -4.4961e+00 +7.9467e-01 +7.0459e-01 +2.9744e+00 -3.4665e+00 +4.4028e+00
11 +3.685170995e+01 +3.685170995e+01 +5.257517100e+02 +5.257517100e+02 -1.2008e+00 +5.5702e-02 +3.0609e-01 +2.1429e+00 -3.6583e+00 +2.1304e+00 -1.9158e+00 +4.6841e+00 -3.8141e+00 +2.5664e+00 -3.7153e+00 -1.5970e+00 +2.1146e+00 +3.2302e+00 -1.1914e+00 +2.6112e+00 -1.2811e+00 -2.1450e+00 -1.2186e+00 +9.1070e-01
26 +2.240855884e+01 +2.240855884e+01 +5.113085588e+02 +5.113085588e+02 -1.8894e-01 +2.4703e+00 +1.7335e+00 -3.5649e+00 -6.1169e-01 -2.8951e+00 +7.3246e-01 -6.2401e-01 +2.4842e+00 -1.8984e+00 -1.3386e+00 -1.7155e+00 -2.3415e+00 +3.2707e+00 -2.3783e+00 -1.0827e+00 -2.6303e-01 -1.3787e+00 -4.1194e+00 -1.9251e+00
% function evaluation | noise-free fitness - Fopt (1.190000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.526663833e+01 +2.526663833e+01 +2.645663833e+01 +2.645663833e+01 -9.4340e-01 -2.8661e+00 +3.4576e+00 +1.8439e+00 +1.1632e+00 -9.7835e-02 +4.0767e+00 -3.0468e+00 +2.6443e+00 +4.5322e-01 +4.0959e-01 -2.6223e+00 -1.6424e+00 +2.9204e-02 +4.3290e+00 +2.4849e+00 +2.2675e-01 -9.6589e-01 -2.2969e+00 +1.1964e+00
34 +2.331796724e+01 +2.331796724e+01 +2.450796724e+01 +2.450796724e+01 -1.1892e+00 +9.6474e-01 +2.8163e+00 +1.6298e-01 +1.0236e+00 +2.0599e+00 +9.8353e-01 -1.1482e+00 +4.6109e+00 -2.8919e+00 -4.4721e+00 +1.9527e+00 +1.7800e+00 +1.5604e+00 +4.2247e-01 -1.8376e+00 +2.9907e+00 +4.1794e+00 +2.7048e-01 -1.7557e+00
% function evaluation | noise-free fitness - Fopt (-6.097000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.889847387e+01 +4.889847387e+01 -1.207152613e+01 -1.207152613e+01 -4.5451e+00 -2.4126e+00 +1.2065e+00 +4.4578e+00 -2.2590e+00 +4.0033e-01 -4.5475e+00 -1.7189e+00 -2.6704e+00 -3.8822e+00 +3.4761e+00 +3.1722e+00 +3.3397e+00 +2.7515e-01 +1.3772e+00 +5.9754e-01 +2.0514e+00 +2.3646e-01 +1.6484e+00 -4.7750e-01
8 +3.492073912e+01 +3.492073912e+01 -2.604926088e+01 -2.604926088e+01 +4.3331e-01 +2.0771e+00 -1.7470e+00 +3.1870e+00 -1.4771e+00 -3.9562e+00 -1.8088e-01 +6.1487e-01 +3.2493e+00 -4.5335e+00 -2.6170e+00 -4.4024e+00 -1.4785e+00 +3.0384e+00 +2.4389e+00 +7.1661e-01 -2.0577e+00 -4.2295e-01 +1.6789e+00 -3.4393e-01
122 +2.204198858e+01 +2.204198858e+01 -3.892801142e+01 -3.892801142e+01 +3.7331e-01 -3.5023e+00 -1.3701e+00 -3.2096e+00 +1.1989e+00 -2.5210e+00 -7.9352e-01 +9.1959e-01 -3.8443e+00 +9.2542e-01 -1.3594e+00 +2.1219e+00 +3.0464e+00 -2.5638e+00 +7.7377e-01 -2.2970e+00 +5.8733e-01 -1.1772e+00 -2.7859e+00 +3.0350e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.372642421e+01 +6.372642421e+01 +1.063726424e+03 +1.063726424e+03 +4.1564e-01 +1.7715e+00 -1.3133e+00 -3.1223e+00 +3.0780e+00 -3.9427e+00 -3.5667e+00 +4.2397e+00 -6.7609e-01 -1.1018e+00 -4.5506e+00 -1.1883e+00 +1.1238e+00 -3.8787e+00 -4.9693e+00 +3.0774e+00 +8.8774e-02 -4.2159e+00 +4.9784e+00 +1.3096e+00
4 +3.918556430e+01 +3.918556430e+01 +1.039185564e+03 +1.039185564e+03 +2.5183e+00 -2.7572e+00 -1.3217e+00 -1.1079e+00 +2.8141e+00 -3.2768e+00 +3.0962e+00 -3.1725e+00 -4.7146e+00 -3.8318e+00 +1.6424e+00 +3.5549e+00 +3.3592e+00 +1.5005e+00 +3.3665e+00 -4.4207e+00 +3.9948e+00 +2.0617e+00 -3.9507e+00 +3.9292e+00
32 +2.192286582e+01 +2.192286582e+01 +1.021922866e+03 +1.021922866e+03 +1.4164e-01 +3.3130e+00 +2.3334e-01 +1.3991e-01 -9.0836e-01 -4.3982e-01 +2.7768e+00 -1.6103e+00 -3.1630e+00 +1.4013e+00 +1.2702e+00 -2.1759e-01 -1.5838e+00 -1.8330e+00 +2.6195e+00 +1.0776e+00 +4.5337e+00 +1.1476e+00 +3.7207e+00 -5.0370e-02
% function evaluation | noise-free fitness - Fopt (5.100000000000e-01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.725637383e+01 +7.725637383e+01 +7.776637383e+01 +7.776637383e+01 +1.0476e+00 +4.5212e+00 -2.8540e+00 +2.9225e+00 +2.6846e+00 -3.4939e-01 +4.4485e+00 -4.3035e+00 +6.3449e-01 +3.1719e+00 +2.7837e+00 -4.2563e+00 -2.8468e+00 +3.1737e+00 +1.5764e+00 -2.4791e+00 -1.2315e+00 -4.6937e+00 -2.5762e+00 -3.5193e+00
3 +4.579925265e+01 +4.579925265e+01 +4.630925265e+01 +4.630925265e+01 +8.4913e-01 +3.1218e+00 +1.6432e-01 +2.8199e+00 -1.1252e+00 +1.3027e+00 -1.4960e+00 +3.9291e+00 +4.8755e+00 -4.8376e+00 -7.4976e-01 -2.9505e+00 +1.6445e+00 -4.1622e+00 +2.0268e+00 -7.9922e-01 +3.1733e+00 +1.5875e+00 +1.1591e+00 +2.0099e+00
5 +2.956365067e+01 +2.956365067e+01 +3.007365067e+01 +3.007365067e+01 +1.5216e+00 -2.5770e+00 +3.8032e+00 -3.8482e+00 -4.5368e-01 -3.6084e+00 +8.9385e-01 -2.4535e+00 -2.0986e+00 +1.4348e+00 +4.3712e+00 +3.0356e+00 -3.4877e+00 -3.2822e+00 -3.1121e+00 +9.2765e-01 -1.7711e-01 -3.5153e+00 +2.1999e+00 -2.8872e+00
66 +2.194061960e+01 +2.194061960e+01 +2.245061960e+01 +2.245061960e+01 +1.1988e-01 +1.0794e+00 +1.6421e+00 -2.9830e+00 +2.0986e+00 -2.9475e+00 -9.0350e-01 -1.9111e+00 -2.8236e-01 +4.9149e-01 -1.9340e+00 +9.8069e-02 -3.6211e+00 -2.5749e+00 +3.4233e+00 +4.9759e+00 -2.3084e+00 +3.7447e-01 +1.6018e+00 -4.5626e+00
% function evaluation | noise-free fitness - Fopt (9.318000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.836886512e+01 +3.836886512e+01 +1.315488651e+02 +1.315488651e+02 +1.0249e+00 +1.2198e-01 -4.2219e+00 +3.1542e+00 +2.6392e+00 +3.8960e-01 -1.4066e+00 -3.4049e-01 -3.0741e+00 +3.7000e+00 -4.2913e+00 -2.1219e+00 +4.9576e+00 -3.6758e+00 +2.2882e+00 +1.1434e+00 +1.0537e+00 +1.8796e+00 +1.6983e+00 +3.1474e+00
47 +2.448201573e+01 +2.448201573e+01 +1.176620157e+02 +1.176620157e+02 +2.8539e+00 +1.2414e+00 -2.2146e+00 +2.9508e+00 -4.6424e+00 +4.1561e+00 +3.7852e+00 +7.8645e-01 +1.4608e+00 -3.4120e+00 +3.5757e+00 -1.8328e+00 -2.5650e+00 -3.3653e+00 +1.2548e+00 +4.4544e+00 -1.2681e+00 +3.5531e+00 -2.5002e+00 +1.9313e+00
