% function evaluation | noise-free fitness - Fopt (7.627000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.450969801e+07 +1.450969801e+07 +1.450977428e+07 +1.450977428e+07 -9.5606e-01 +4.9214e-01 -1.8207e+00 +2.0870e+00 -2.3582e+00
3 +6.551791321e+06 +6.551791321e+06 +6.551867591e+06 +6.551867591e+06 +3.7016e-01 -1.6884e+00 -3.7135e+00 +1.5603e+00 -3.9186e+00
4 +1.158474698e+06 +1.158474698e+06 +1.158550968e+06 +1.158550968e+06 -3.1187e+00 +4.0074e-01 +3.5388e+00 -7.8618e-01 +3.7535e+00
12 +4.432171291e+05 +4.432171291e+05 +4.432933991e+05 +4.432933991e+05 +8.7888e-01 +6.2265e-01 +2.6600e+00 -3.1280e+00 -2.6744e-01
19 +6.979999010e+04 +6.979999010e+04 +6.987626010e+04 +6.987626010e+04 -1.3900e-01 -3.3551e+00 +2.2847e-01 +9.8407e-01 -4.8960e-01
29 +1.687644730e+04 +1.687644730e+04 +1.695271730e+04 +1.695271730e+04 +3.5304e-02 -8.5466e-01 -6.4830e-01 -4.0217e+00 +2.5080e+00
37 +8.620321769e+02 +8.620321769e+02 +9.383021769e+02 +9.383021769e+02 -4.2567e-01 -1.5019e+00 -3.8643e-01 -2.8771e+00 +3.3521e+00
91 +1.042077090e+02 +1.042077090e+02 +1.804777090e+02 +1.804777090e+02 +4.4598e+00 -4.1112e+00 -1.9443e+00 -3.0840e-02 +1.6475e+00
157 +4.468249790e+01 +4.468249790e+01 +1.209524979e+02 +1.209524979e+02 +4.4717e+00 -4.1117e+00 -1.9376e+00 -1.2423e-02 +1.6466e+00
3339 +3.921810503e+01 +3.921810503e+01 +1.154881050e+02 +1.154881050e+02 +4.2022e+00 -4.0375e+00 -1.8357e+00 -9.1698e-03 +1.6433e+00
17260 +2.509239500e+01 +2.509239500e+01 +1.013623950e+02 +1.013623950e+02 +1.6705e+00 -4.0934e+00 -4.0091e+00 -7.2421e-01 +1.0242e+00
20913 +1.516270603e+01 +1.516270603e+01 +9.143270603e+01 +9.143270603e+01 -2.1724e-01 -3.5454e+00 -3.3636e+00 -8.5077e-01 +1.0728e+00
23375 +8.526828319e+00 +8.526828319e+00 +8.479682832e+01 +8.479682832e+01 +2.1016e-03 -3.2968e+00 -2.1866e+00 -4.1578e-01 +3.2038e-01
