% function evaluation | noise-free fitness - Fopt (-5.494000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
106 +1.735018632e+06 +1.735018632e+06 +1.734527102e+06 +1.734527102e+06 +1.8925e+00 -3.2315e-01 +8.4082e-01 +3.2665e+00 +4.8485e+00 +8.3087e-01 +2.9313e+00 -3.8925e+00 +3.0580e+00 +2.8260e+00 +2.1388e+00 +2.2797e-01 +3.6456e+00 +7.8532e-01 +4.9408e-01 -1.4273e+00 -4.0969e+00 +3.7906e+00 -1.4057e-01 -2.8050e+00
% function evaluation | noise-free fitness - Fopt (-1.702000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.506950037e+07 +3.506950037e+07 +3.506933017e+07 +3.506933017e+07 +3.4694e+00 +4.0816e+00 +3.5966e+00 +8.8333e-01 -2.1008e-01 -4.6826e+00 +4.5668e+00 +1.8648e-01 +2.5306e+00 -2.0328e+00 -1.4876e+00 +1.6908e+00 -2.2797e+00 +1.1895e+00 +1.8341e+00 +1.4617e+00 +2.8624e+00 +1.6854e+00 -6.0015e-01 +3.9457e+00
2 +1.383564889e+07 +1.383564889e+07 +1.383547869e+07 +1.383547869e+07 +1.2556e+00 -2.3067e+00 -4.6219e+00 -2.6804e+00 -2.5049e+00 -4.7948e+00 -1.8387e+00 +3.6674e+00 -1.7021e+00 -6.9376e-01 -7.6117e-01 -3.7872e+00 +4.5138e+00 -4.1683e+00 +1.9310e-01 -4.6131e+00 -1.0537e+00 +4.5459e+00 -1.5707e+00 -5.3198e-01
9 +7.093079531e+06 +7.093079531e+06 +7.092909331e+06 +7.092909331e+06 -1.5246e+00 +3.2222e+00 -9.9066e-01 +4.2101e+00 +5.5128e-01 -3.7905e+00 -2.3002e+00 +2.5890e+00 +3.9666e+00 +4.1135e+00 +3.3332e-01 -1.0076e+00 +4.3119e-01 -7.1117e-01 +3.4440e-01 -2.5375e+00 -7.5974e-01 +4.7777e+00 +3.6408e+00 +4.5925e+00
32 +1.362936554e+06 +1.362936554e+06 +1.362766354e+06 +1.362766354e+06 -4.8684e+00 -3.1039e+00 -4.8632e+00 +3.9633e+00 +4.1608e+00 -1.0016e+00 -2.5298e+00 +8.6979e-01 -3.9845e+00 -1.1565e+00 -1.3140e+00 +1.7121e+00 -4.3839e+00 -3.8770e+00 -8.1730e-01 +1.9010e+00 +2.1349e+00 +1.7173e+00 -2.8391e+00 -3.8834e+00
% function evaluation | noise-free fitness - Fopt (-4.697500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.249470439e+07 +1.249470439e+07 +1.249423464e+07 +1.249423464e+07 +3.4601e+00 +1.4420e+00 +1.5753e+00 +3.7613e+00 +3.7339e+00 -4.6495e+00 +4.4750e+00 +4.8719e+00 +1.2806e+00 -2.9081e+00 -4.3402e+00 +3.3849e+00 +4.0025e-01 -4.3951e+00 +4.1608e+00 +2.5752e+00 +2.7307e+00 -2.8849e+00 +1.4824e+00 -4.7618e+00
6 +6.422212346e+06 +6.422212346e+06 +6.421742596e+06 +6.421742596e+06 +1.4368e+00 -4.8492e+00 +6.9170e-01 -1.3363e+00 -3.5221e+00 -8.8715e-01 +3.2640e+00 +3.4378e+00 -2.2851e+00 +3.8636e+00 +2.7182e-01 +3.8896e+00 +9.4964e-01 -3.4265e+00 -4.2063e+00 -3.0644e+00 +2.2315e-01 +3.7812e+00 +4.0217e+00 +9.0245e-01
121 +3.659264750e+06 +3.659264750e+06 +3.658795000e+06 +3.658795000e+06 -1.9094e+00 -4.5599e+00 +3.7081e+00 +4.7577e+00 -3.3455e+00 +1.5264e+00 +4.5117e+00 -3.2929e+00 -3.5134e+00 -1.1735e+00 -3.5847e+00 +1.4912e+00 +9.1912e-01 -3.7603e+00 -6.2693e-01 +4.9659e+00 -2.6129e+00 -3.2346e+00 -1.1159e+00 -6.1983e-01
170 +2.146203516e+06 +2.146203516e+06 +2.145733766e+06 +2.145733766e+06 -3.1299e+00 -4.4198e+00 +3.3036e+00 +1.9763e+00 -1.0685e+00 +4.8832e+00 +1.7773e+00 +2.3640e+00 -4.0106e-02 +9.2856e-01 -2.8916e-01 +3.4800e+00 +3.1898e+00 +7.3880e-01 -3.4921e+00 -1.3913e+00 +9.8010e-01 +5.3684e-01 +1.5947e+00 -1.0155e+00
% function evaluation | noise-free fitness - Fopt (1.999100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.890111329e+07 +1.890111329e+07 +1.890131320e+07 +1.890131320e+07 +3.1025e+00 -1.1042e+00 -4.4429e+00 +3.6371e+00 +4.1941e+00 -2.2338e+00 -1.1589e+00 +2.1532e-01 +3.9880e+00 +2.2623e+00 +2.8118e+00 -3.1981e+00 -1.2027e+00 -3.3557e+00 +3.8747e+00 -3.9264e+00 -1.9871e+00 +1.9226e-01 +1.0680e+00 -4.2503e-01
4 +7.818106662e+06 +7.818106662e+06 +7.818306572e+06 +7.818306572e+06 -1.5462e+00 +4.6981e+00 -3.2715e+00 -3.4562e+00 +2.5297e-01 -3.9053e+00 -1.2953e+00 -4.0283e+00 +4.6573e+00 +6.9508e-01 -1.9593e+00 -4.8437e+00 +4.0553e+00 -2.7658e+00 -1.6888e-01 +2.4823e+00 -4.6535e+00 +2.5654e+00 -4.3526e-01 -1.6416e+00
5 +6.249996164e+06 +6.249996164e+06 +6.250196074e+06 +6.250196074e+06 +2.4148e+00 +2.0857e-01 +1.5502e+00 +6.3674e-01 +4.4955e+00 +2.2383e+00 -4.7360e+00 -2.5808e+00 +1.1891e+00 +2.1294e+00 -2.9035e+00 +2.8934e+00 +1.4997e+00 -3.8932e+00 +1.2815e+00 -4.4575e+00 +3.4284e+00 +4.6340e+00 +2.5718e+00 +3.5545e+00
15 +3.273769599e+06 +3.273769599e+06 +3.273969509e+06 +3.273969509e+06 -3.2794e+00 -3.1809e-01 +2.8362e+00 -4.8658e+00 -4.7488e-01 -1.0994e+00 -3.5646e+00 -2.9314e+00 -1.8145e+00 -1.4323e+00 +2.3990e+00 -6.8523e-01 +5.8458e-01 -6.1795e-01 -4.7417e-01 -4.3133e+00 +1.4538e+00 -3.0790e+00 +2.5077e+00 +1.4954e+00
38 +1.160275034e+06 +1.160275034e+06 +1.160474944e+06 +1.160474944e+06 +4.1301e+00 +2.7193e+00 +3.8204e-01 -1.0966e+00 -1.1298e+00 +3.6122e+00 -1.2066e+00 +1.5107e+00 +2.1239e+00 -1.6682e+00 -3.7734e-01 -5.5336e-01 -2.1294e+00 +2.8843e+00 +3.3842e+00 +3.4921e+00 -1.5030e+00 -9.6164e-01 +3.3741e+00 -2.2355e+00
% function evaluation | noise-free fitness - Fopt (-4.296000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.381309773e+07 +1.381309773e+07 +1.381266813e+07 +1.381266813e+07 -4.6496e+00 +2.4783e+00 -3.7424e+00 -7.4079e-01 +1.0252e+00 -4.5353e+00 +3.6026e+00 -2.7885e+00 -4.0666e+00 +3.7261e-01 +1.1558e+00 -1.4684e-01 -2.3173e+00 +4.8681e+00 -4.1009e+00 +1.8921e+00 -4.7364e+00 +4.0626e-01 +1.3568e+00 +1.5966e+00
2 +7.682891126e+06 +7.682891126e+06 +7.682461526e+06 +7.682461526e+06 +2.3404e+00 +4.2316e+00 +8.2157e-01 +1.9882e+00 -4.9238e+00 +5.1255e-02 +1.5708e+00 +2.5469e-01 +1.2340e+00 +6.1840e-01 -4.5479e+00 -2.9139e+00 +2.9103e+00 -1.2558e+00 -3.1955e+00 +2.9889e+00 +6.2530e-01 -6.2910e-01 +2.5523e+00 -4.0658e+00
19 +2.563857154e+06 +2.563857154e+06 +2.563427554e+06 +2.563427554e+06 -1.5721e+00 -2.0535e+00 -8.4844e-01 -9.9050e-01 -1.2991e+00 -4.1222e-02 +3.8654e+00 +1.5918e+00 +1.0935e+00 -4.8944e+00 -2.4571e+00 -6.7585e-01 -3.5875e-01 -3.2734e+00 +2.6596e+00 -1.4064e+00 +6.4511e-01 +3.4173e+00 +4.1320e+00 -7.0547e-01
61 +2.000866419e+06 +2.000866419e+06 +2.000436819e+06 +2.000436819e+06 -1.3031e+00 +4.4098e-01 -4.7555e-03 -2.6124e+00 +3.9335e+00 +4.7080e+00 -3.7788e+00 +1.9575e+00 -4.2986e+00 +4.6755e+00 -2.0903e+00 -4.8558e+00 +9.6881e-01 +4.5298e+00 -4.3785e+00 -2.9823e+00 +2.0081e-01 -1.7183e+00 -3.7551e+00 +2.9183e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.477628555e+07 +3.477628555e+07 +3.477728555e+07 +3.477728555e+07 -2.3607e+00 -4.2015e+00 -2.7742e+00 +1.4862e+00 -4.3243e+00 +1.0080e+00 +2.0366e+00 +2.4958e+00 +1.1498e+00 -3.9410e+00 +3.7683e+00 +3.9970e+00 +3.4507e+00 +8.1410e-01 -2.0752e+00 -1.8338e+00 -1.6068e+00 -1.1967e+00 -5.1171e-01 +3.0849e+00
2 +9.857378621e+06 +9.857378621e+06 +9.858378621e+06 +9.858378621e+06 -1.2033e+00 -2.5457e+00 -4.9352e+00 -2.4983e+00 -1.9920e+00 +1.8362e+00 -1.6999e+00 +1.4985e+00 +4.3489e+00 +4.3240e+00 -2.3488e+00 -1.0249e+00 +2.4250e-01 -1.7449e+00 +1.2284e+00 +3.9103e+00 +4.2789e+00 -1.6170e+00 +3.6793e+00 -2.3168e+00
19 +5.541940591e+06 +5.541940591e+06 +5.542940591e+06 +5.542940591e+06 +3.9293e+00 +4.5513e+00 +3.2155e+00 -4.5282e+00 +1.9701e+00 +3.0761e+00 +4.1808e+00 -1.5981e+00 -2.7619e+00 +1.0569e+00 -2.7021e+00 +1.8224e+00 +4.2820e+00 +4.1013e+00 +2.7007e+00 +1.0546e+00 -4.4698e+00 -1.7893e+00 -6.7733e-01 -3.3188e+00
48 +3.384244808e+06 +3.384244808e+06 +3.385244808e+06 +3.385244808e+06 -3.7293e+00 +4.4889e+00 -1.2395e+00 +3.0282e+00 +4.9956e+00 -8.0416e-01 +1.1862e-01 +1.1361e+00 +1.2422e+00 +3.3238e+00 -1.6822e+00 +1.5017e-01 +3.9053e+00 +2.3575e-01 -3.4865e+00 -3.6842e+00 -3.6032e+00 +2.7177e-01 -8.0984e-01 -5.8640e-01
% function evaluation | noise-free fitness - Fopt (1.951500000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.029090751e+07 +1.029090751e+07 +1.029110266e+07 +1.029110266e+07 +1.8187e+00 -2.5766e+00 -2.7785e+00 -1.1927e+00 -4.3252e+00 -3.3688e+00 -1.8220e+00 +2.5768e+00 -1.8270e+00 +1.0177e+00 -2.9895e+00 +9.8081e-01 +1.9827e+00 +3.9858e+00 +1.9794e+00 +3.2810e+00 -1.9852e+00 +3.5501e+00 -3.5572e+00 -5.8257e-01
6 +6.196049992e+06 +6.196049992e+06 +6.196245142e+06 +6.196245142e+06 -1.0434e+00 +4.5095e+00 +2.8934e+00 +4.0765e+00 +2.3068e+00 +4.8449e+00 -2.7713e+00 -2.1984e+00 +9.4698e-02 +4.4048e+00 -1.0961e+00 +2.8375e+00 -4.4737e+00 +1.8842e+00 +2.1507e-01 -1.0013e-01 +2.2969e+00 +4.5597e+00 +3.2451e+00 -1.2356e+00
28 +1.182634112e+06 +1.182634112e+06 +1.182829262e+06 +1.182829262e+06 +4.5341e+00 +2.6776e+00 +1.9153e-02 +4.3852e+00 -3.9004e+00 -4.5663e+00 +3.6982e+00 -3.8954e+00 -1.4081e+00 -2.4078e+00 -3.2265e+00 +3.2352e+00 -3.0318e+00 -8.0492e-01 +3.2140e+00 -3.8146e+00 -3.0548e+00 +1.7130e+00 -1.3790e+00 -2.2271e+00
% function evaluation | noise-free fitness - Fopt (-4.335000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.870197048e+07 +6.870197048e+07 +6.870192713e+07 +6.870192713e+07 -1.6336e+00 +2.6203e+00 -3.1560e+00 -2.9402e+00 +3.4697e-01 +4.2654e+00 +1.0545e+00 +3.6611e+00 -1.9510e+00 -1.5352e+00 -4.4540e+00 -1.2278e+00 -1.0376e+00 -6.1154e-01 +4.5888e+00 -1.0715e+00 +4.9339e+00 -1.7293e+00 +1.7615e+00 -1.6150e+00
2 +2.135077865e+07 +2.135077865e+07 +2.135073530e+07 +2.135073530e+07 +3.6176e+00 +4.2351e+00 +4.2659e+00 -3.4264e+00 -3.1331e+00 -8.2299e-01 -4.5572e+00 -2.4903e+00 -4.6331e+00 +1.0338e+00 -1.1248e+00 +6.6097e-01 +2.8063e+00 +3.0339e+00 +1.7770e+00 +2.2272e+00 -3.5793e+00 -4.1696e+00 -1.8153e+00 -3.1309e+00
4 +1.356601559e+07 +1.356601559e+07 +1.356597224e+07 +1.356597224e+07 -8.3330e-02 -2.6620e+00 +3.4114e+00 +2.6232e+00 -2.1760e-01 +4.9368e+00 -1.5480e+00 -3.3061e+00 +1.2921e+00 -1.3121e+00 -1.1380e+00 -8.7976e-01 -4.7860e+00 -3.6338e+00 +4.6176e+00 +2.6205e+00 -2.0543e-01 +1.3178e+00 -4.0991e+00 -1.7388e+00
5 +3.058184437e+06 +3.058184437e+06 +3.058141087e+06 +3.058141087e+06 +2.0625e+00 +1.1045e+00 -1.2189e+00 +4.8834e+00 -3.4060e+00 -3.3962e+00 +1.0873e+00 -1.2239e+00 +2.7650e+00 +1.6237e+00 +7.6733e-01 -3.1573e+00 -3.0592e+00 +4.2727e+00 -1.0297e+00 +1.1013e-02 -1.8209e+00 +1.0140e+00 -4.4831e+00 -4.8851e+00
141 +1.504673491e+06 +1.504673491e+06 +1.504630141e+06 +1.504630141e+06 -1.7411e-01 +4.1719e+00 -1.4803e-01 -2.9444e+00 -2.4655e+00 +1.4439e-01 -4.0780e+00 +6.1608e-01 -9.4726e-01 -1.6406e+00 +3.6639e+00 +1.4310e+00 +4.7354e+00 -3.2631e+00 +4.1516e+00 +3.4210e+00 +3.2956e+00 +6.9800e-01 -1.9351e+00 -2.2072e+00
% function evaluation | noise-free fitness - Fopt (2.790900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.219932283e+07 +2.219932283e+07 +2.219960192e+07 +2.219960192e+07 -1.5462e+00 +8.0491e-02 -4.7481e+00 +4.3147e+00 +3.3842e+00 -2.2097e+00 -2.2772e+00 +3.6900e+00 +3.7916e+00 -3.5776e+00 +2.2614e+00 +5.9897e-01 +2.0331e+00 +7.4678e-01 -1.9591e+00 +3.0160e+00 -1.3690e+00 +2.1498e+00 -6.2046e-01 -8.6737e-01
4 +1.258583106e+07 +1.258583106e+07 +1.258611015e+07 +1.258611015e+07 +2.2425e-01 -1.6643e+00 -2.3487e+00 +6.9664e-01 -3.5514e+00 +3.7828e+00 -3.1967e+00 -4.7289e+00 -4.4662e-01 -2.7673e+00 -1.9188e+00 -4.1777e+00 -2.4038e+00 +2.1412e+00 -4.9938e+00 +3.1668e+00 +1.4153e+00 +5.9056e-01 -4.3015e+00 -9.0175e-01
5 +6.576947913e+06 +6.576947913e+06 +6.577227003e+06 +6.577227003e+06 +1.8618e-01 +1.3988e+00 +3.3884e-01 -4.0931e+00 +4.6065e+00 +4.9165e+00 +3.1466e+00 -2.2604e+00 +1.3539e+00 +1.8268e-02 -2.4291e+00 -1.3411e+00 -3.1854e+00 +1.2382e+00 -6.7476e-01 +1.1159e-01 +2.6457e+00 -4.1862e-01 -3.1488e+00 -4.0030e+00
32 +4.491518496e+06 +4.491518496e+06 +4.491797586e+06 +4.491797586e+06 -2.8074e-01 -3.3784e+00 -1.1690e+00 -3.2993e+00 -4.5136e-01 -4.5916e+00 -3.1078e+00 +1.5638e+00 +4.0720e+00 -1.4554e+00 +2.0776e+00 -3.4423e+00 -1.1175e+00 -4.7964e+00 +3.2221e+00 +1.4289e+00 +6.0871e-01 -3.9199e+00 -3.8074e+00 +1.4716e+00
75 +3.515548793e+06 +3.515548793e+06 +3.515827883e+06 +3.515827883e+06 -1.8488e-01 -1.4804e+00 +4.4096e+00 +2.1277e+00 -3.3627e+00 -2.0619e+00 +3.0338e+00 +4.3703e-01 -1.2765e+00 -9.6100e-01 -2.7227e+00 +2.8193e+00 -4.9955e+00 +2.1439e+00 -1.0253e+00 +2.6126e+00 +2.3084e+00 -1.4470e-01 -3.0176e-01 -3.0897e+00
102 +1.982220487e+06 +1.982220487e+06 +1.982499577e+06 +1.982499577e+06 +3.4670e+00 -3.1005e+00 -5.5599e-01 -9.3573e-01 -3.6974e-01 -2.2730e+00 +1.0070e+00 -3.6986e-02 +2.3828e+00 -4.8810e+00 -9.6465e-01 -3.6176e-01 -3.2052e+00 +4.7014e+00 -3.9899e+00 +1.4000e+00 -3.1793e+00 -1.8148e+00 -4.0735e-01 +2.4805e+00
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.827072929e+06 +1.827072929e+06 +1.828072929e+06 +1.828072929e+06 +2.4443e+00 +1.1456e+00 -3.5047e+00 -4.1371e+00 -3.2159e+00 -1.7735e+00 -2.5484e+00 +4.1351e-01 -8.2796e-01 -4.1764e-01 +3.8276e+00 -1.6432e+00 +2.3197e+00 -7.9811e-01 -1.3914e+00 +2.7027e+00 +2.3822e+00 -8.3296e-01 +2.1626e+00 +4.1989e+00
51 +3.991665545e+05 +3.991665545e+05 +4.001665545e+05 +4.001665545e+05 -1.1904e+00 -9.7807e-01 -2.5348e+00 +3.5671e+00 -1.3422e+00 +2.2920e+00 +2.1391e+00 -4.2751e+00 +8.9535e-01 -1.5737e+00 +1.8880e+00 +1.5683e+00 +3.4463e+00 -2.6032e+00 +4.2435e+00 +1.2203e+00 +4.9165e+00 +4.3659e+00 +3.3454e+00 +3.8275e+00
% function evaluation | noise-free fitness - Fopt (-1.148100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.779641366e+07 +3.779641366e+07 +3.779629885e+07 +3.779629885e+07 -4.5236e+00 -3.2952e+00 +3.2868e+00 -6.0003e-01 -4.8109e+00 -2.2945e+00 +4.4329e+00 +3.5718e+00 -2.9805e+00 -5.7899e-01 +4.3843e+00 +2.4587e+00 -7.4903e-01 +1.4387e+00 +2.8354e+00 +2.0410e+00 -3.3894e+00 +3.0120e+00 +1.3422e+00 -4.2148e+00
2 +2.030514936e+07 +2.030514936e+07 +2.030503455e+07 +2.030503455e+07 -2.7834e+00 -4.8980e+00 +4.6268e+00 +3.0834e+00 +3.2782e+00 -1.7090e+00 -3.1297e+00 +4.0721e+00 +2.1020e+00 -2.2007e+00 +2.9520e+00 -1.7731e-02 +2.2028e+00 +3.7302e+00 -3.9642e-01 -2.5455e+00 -2.0982e+00 +4.4126e+00 +4.0818e+00 +4.1059e+00
5 +2.536725453e+06 +2.536725453e+06 +2.536610643e+06 +2.536610643e+06 -4.3354e+00 -3.5508e+00 -2.1416e+00 +4.9386e+00 -1.5373e-01 -5.3551e-02 +4.6848e+00 +4.7531e+00 +1.5476e+00 +4.1417e+00 +4.2714e+00 +2.5414e+00 +4.0275e+00 -2.4091e+00 -4.9519e+00 +1.3637e+00 +1.9422e-01 -2.3871e+00 +2.1557e+00 +6.9197e-01
11 +1.999624844e+06 +1.999624844e+06 +1.999510034e+06 +1.999510034e+06 +2.0372e+00 -1.2997e+00 +3.8411e+00 +4.0655e+00 +4.8454e+00 +2.3286e+00 +3.0291e+00 +4.3497e+00 -2.1100e-01 -4.0259e+00 -1.4330e+00 -1.8950e+00 +9.9584e-02 -3.3320e+00 -3.1861e-01 +4.6898e-01 +6.4088e-01 +1.1653e-01 -3.1023e+00 +2.5566e-01
% function evaluation | noise-free fitness - Fopt (-3.505800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.392034295e+06 +2.392034295e+06 +2.391683715e+06 +2.391683715e+06 -1.5077e+00 +4.6379e+00 +2.8328e-01 -1.5393e+00 +4.9102e+00 -9.3246e-01 -3.8538e+00 +2.2800e+00 -1.8572e-02 -4.7898e+00 -3.6261e+00 -1.9509e-01 -3.3668e+00 +4.3328e+00 +4.8532e+00 -2.8799e+00 +4.8616e+00 -3.0583e+00 +3.0114e+00 -3.2028e+00
4 +1.307727016e+06 +1.307727016e+06 +1.307376436e+06 +1.307376436e+06 -5.8357e-01 +4.8478e-01 -2.3489e+00 -2.4364e+00 +3.8048e+00 +1.4101e+00 +4.4514e+00 -2.8521e+00 -2.2356e+00 +7.4635e-01 +1.1818e+00 -2.4927e+00 +4.0093e+00 +3.4088e+00 +1.0044e+00 -3.8121e-01 +3.3453e+00 -1.2506e+00 -3.9034e+00 -1.9301e+00
% function evaluation | noise-free fitness - Fopt (-5.700000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.328673126e+07 +1.328673126e+07 +1.328672556e+07 +1.328672556e+07 +3.7036e+00 -3.4050e+00 +3.3763e+00 -2.4003e+00 -2.2361e+00 -3.3199e+00 -2.7405e+00 +3.8475e+00 -1.5222e+00 +1.2940e+00 +3.6896e+00 -6.2820e-01 +8.8923e-02 +1.8055e+00 -1.3702e-01 -1.4459e+00 +3.9813e-01 -3.7595e+00 -8.6016e-01 -2.5944e+00
2 +7.050124820e+06 +7.050124820e+06 +7.050119120e+06 +7.050119120e+06 +2.6667e+00 -4.2898e+00 -2.7472e+00 +3.6840e+00 +2.2689e+00 -1.2956e+00 -3.9068e+00 +2.6379e+00 +3.5688e+00 -4.2080e+00 +3.2862e+00 +1.2938e+00 +3.7370e+00 -1.3540e+00 -7.0147e-01 +2.2391e+00 +3.7452e-01 -2.6595e+00 +4.1926e+00 -2.7594e+00
31 +3.601719774e+06 +3.601719774e+06 +3.601714074e+06 +3.601714074e+06 +2.7380e+00 +4.2028e+00 +1.1710e+00 -2.9007e+00 +8.9217e-01 -4.2370e+00 +4.4303e+00 +1.5960e+00 +2.9187e+00 -3.3123e+00 +4.6976e+00 -1.7561e+00 +4.5479e+00 +2.0866e+00 -2.2886e+00 -2.2382e+00 +4.8614e+00 +3.3244e+00 -2.9627e+00 +2.3291e+00
128 +1.340499329e+06 +1.340499329e+06 +1.340493629e+06 +1.340493629e+06 +2.3802e+00 +3.1975e+00 +2.0768e-01 +2.0459e+00 +4.8679e+00 -3.6709e-01 -1.1065e+00 -2.3073e-01 +1.1036e+00 +2.6638e+00 +7.9658e-01 -3.4986e+00 +1.6717e+00 +2.6808e+00 +3.0759e+00 -3.4143e+00 -2.6380e+00 -3.6263e+00 -2.6635e+00 -2.9977e+00
