% function evaluation | noise-free fitness - Fopt (-5.465000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.369717952e+05 +2.369717952e+05 +2.371801752e+05 +2.371801752e+05 +4.3448e+00 +4.3609e+00 +3.0530e+00 +1.0090e+00 +3.8999e+00 -4.0717e+00 +1.6728e+00 -6.3466e-02 -3.5544e+00 -2.0726e+00 -1.3034e+00 +2.6802e+00 -4.0450e+00 +7.6204e-03 -2.1377e+00 -1.1679e+00 -4.6816e+00 +4.0960e+00 +3.8161e+00 -4.9484e+00
4 +1.373471665e+05 +1.373471665e+05 +1.375555465e+05 +1.375555465e+05 +1.2917e+00 -4.4891e+00 +3.9323e+00 -4.8944e+00 -4.7311e+00 -2.2437e+00 +3.8361e-01 -2.5878e+00 -3.9581e+00 +6.4852e-01 +3.6937e+00 -3.7012e+00 -4.9825e+00 -3.1597e+00 +1.6201e+00 -3.7003e+00 +4.4786e-01 -1.2636e+00 +4.8232e+00 -3.5959e+00
7 +9.179808749e+04 +9.179808749e+04 +9.200646749e+04 +9.200646749e+04 -6.0090e-01 -4.1639e-01 -4.9515e+00 +3.5387e+00 -1.0492e+00 +2.6382e+00 +2.5161e-02 -1.4373e+00 -1.4465e+00 +4.3197e+00 -1.4907e-01 +3.7777e+00 +4.6706e+00 -4.3872e+00 +3.3319e+00 +1.6957e+00 -1.2521e-01 +1.1989e+00 -1.8701e+00 +4.4785e+00
16 +4.979267498e+04 +4.979267498e+04 +5.000105498e+04 +5.000105498e+04 -5.9930e-01 +2.1485e-01 +8.5038e-01 +4.7348e-03 -1.0197e+00 +1.5517e-01 +1.7114e+00 -1.5143e+00 -3.5356e+00 +6.9392e-01 -2.8649e+00 +3.5708e+00 -4.9369e+00 -1.9335e+00 -1.5900e+00 -1.7527e+00 +4.5218e+00 +4.6007e-02 +2.2175e-01 +8.4004e-01
67 +3.730810750e+04 +3.730810750e+04 +3.751648750e+04 +3.751648750e+04 +1.8752e-01 -1.6772e+00 -3.3027e+00 -1.0267e-01 +4.9858e+00 -4.7069e+00 +3.6167e+00 +4.8501e+00 +2.8657e+00 +9.1306e-01 +4.8519e+00 +3.0768e+00 -2.1731e+00 +1.2288e-02 +2.0518e+00 -3.1382e+00 +2.6618e+00 +7.7939e-01 +3.5868e+00 +7.7064e-02
% function evaluation | noise-free fitness - Fopt (-1.449600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.932621885e+04 +8.932621885e+04 +8.918125885e+04 +8.918125885e+04 +2.3703e+00 +3.8395e+00 +1.1451e+00 +4.7770e+00 +4.4012e+00 -3.9413e+00 -1.7551e+00 -7.4370e-01 +1.6870e+00 +2.7116e-01 +4.5300e+00 -3.9047e+00 +3.5266e+00 -2.2266e+00 -3.3305e-01 +4.1001e+00 -6.4829e-01 -3.1227e-01 +9.2308e-01 -4.2772e+00
59 +4.631065180e+04 +4.631065180e+04 +4.616569180e+04 +4.616569180e+04 -2.3010e+00 +3.6067e+00 +2.6931e+00 -4.5494e+00 -4.6293e+00 +3.0847e-01 -1.5495e+00 +2.5304e+00 -1.4267e+00 -4.4442e-01 -2.9083e-02 +2.1769e+00 +5.4507e-01 -3.5690e+00 +3.9613e+00 +4.3230e-01 -4.8789e-01 +5.5583e-01 +3.1499e+00 -9.5159e-01
% function evaluation | noise-free fitness - Fopt (-6.300000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.440000669e+04 +5.440000669e+04 +5.439370669e+04 +5.439370669e+04 +6.1408e-01 +3.5971e-01 +1.4908e+00 -4.7597e+00 +2.8175e+00 -9.8594e-02 +1.1454e+00 +1.2093e+00 +2.9430e+00 -1.3626e+00 -5.8666e-01 -5.5620e-01 +1.5148e+00 +6.2252e-01 +5.7794e-01 +1.2578e+00 +1.6207e+00 +2.2265e-01 -2.7656e+00 -3.3575e+00
97 +3.412599462e+04 +3.412599462e+04 +3.411969462e+04 +3.411969462e+04 +6.4564e-01 +2.4528e+00 -1.5997e+00 -1.1576e+00 -2.3242e+00 -3.9934e+00 -1.7223e+00 -1.8787e-01 +2.5392e+00 -1.0822e-01 -4.4447e+00 -1.8258e+00 +1.3737e-01 -1.2428e+00 +7.3074e-01 +3.0159e+00 -3.9950e+00 +7.9405e-01 -1.1207e+00 -1.1614e+00
% function evaluation | noise-free fitness - Fopt (-3.790000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.432242515e+05 +2.432242515e+05 +2.432204615e+05 +2.432204615e+05 -4.0522e-01 +4.4271e+00 +5.0981e-01 -3.8265e-01 -2.4040e+00 -4.2301e+00 -1.7763e+00 +4.1251e+00 -4.2617e+00 +1.3899e+00 -3.0209e+00 +4.3117e+00 +3.0783e+00 -4.4095e+00 -3.7722e+00 +3.8196e+00 -7.7197e-01 +2.3835e-01 +1.7315e+00 +4.2485e-01
3 +5.952939187e+04 +5.952939187e+04 +5.952560187e+04 +5.952560187e+04 -4.7153e-01 -2.9546e+00 +2.1210e+00 -7.6109e-02 +3.9616e+00 +3.0064e+00 -4.5336e+00 -1.6158e+00 -3.3174e+00 -4.7076e+00 -2.9875e+00 -2.5001e+00 -2.8516e+00 +1.5999e+00 +3.1355e+00 -1.3706e+00 -9.0390e-01 +9.1052e-03 -9.0381e-01 -3.5846e+00
139 +3.569583657e+04 +3.569583657e+04 +3.569204657e+04 +3.569204657e+04 -4.1009e+00 +2.4287e+00 +2.2196e+00 +2.8143e+00 +3.3012e+00 -2.1398e+00 -2.1780e+00 -3.6401e+00 +1.8878e+00 +2.8288e+00 -3.6314e+00 +3.0539e+00 -3.3715e+00 +3.5806e+00 +2.6843e+00 +3.5569e-01 +2.3430e+00 +2.9120e+00 -3.4458e+00 -2.0507e+00
% function evaluation | noise-free fitness - Fopt (-5.675000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.025031605e+05 +2.025031605e+05 +2.024464105e+05 +2.024464105e+05 -2.0548e-01 -2.7986e-01 -2.3480e+00 -1.2658e-01 +6.1756e-01 -3.6368e+00 -3.0959e+00 +3.9208e-01 +2.5812e+00 +4.5883e-01 -1.7100e+00 +4.6201e+00 +3.7437e+00 -4.8671e+00 -4.3299e+00 -4.6805e+00 -4.4909e+00 -3.8474e+00 +1.6800e+00 -3.1509e+00
4 +1.066644177e+05 +1.066644177e+05 +1.066076677e+05 +1.066076677e+05 -1.5659e-01 -1.8617e+00 -5.8401e-01 -2.8222e+00 +3.6960e+00 -3.2280e+00 -1.7570e+00 -2.4639e-02 +1.6083e-01 -4.2661e+00 -3.0482e-01 +3.1648e+00 -3.9572e+00 +4.2486e+00 +3.9203e+00 +3.6276e+00 +4.2920e+00 -3.2248e+00 -3.7179e+00 +2.4296e-01
19 +6.742448719e+04 +6.742448719e+04 +6.736773719e+04 +6.736773719e+04 -4.7322e+00 -4.5101e+00 +4.8009e-01 +4.0693e+00 +1.9824e+00 +2.0812e+00 +1.5653e+00 -1.8604e+00 -7.8280e-02 -1.5908e+00 -2.7852e+00 -1.1641e+00 -1.4742e+00 +3.5115e+00 -1.6507e+00 +1.2447e+00 +3.2506e-03 -4.3973e+00 -3.4614e+00 -5.6221e-01
37 +5.466377896e+04 +5.466377896e+04 +5.460702896e+04 +5.460702896e+04 +2.7936e+00 -5.8780e-01 -2.7095e+00 +4.4289e+00 -6.8856e-03 +1.3823e+00 +3.2858e+00 +1.9268e+00 -4.6562e+00 +5.2196e-01 +2.0736e+00 +2.8084e+00 +7.9889e-01 +4.5700e+00 +2.0600e+00 -2.0612e+00 -1.2369e+00 -4.3468e+00 -7.5660e-01 -3.3131e+00
57 +2.447471916e+04 +2.447471916e+04 +2.441796916e+04 +2.441796916e+04 +1.1560e-01 -5.1270e-01 +4.3565e+00 -3.3297e-01 +2.4894e+00 -1.6580e+00 +2.3379e+00 -8.5878e-01 -1.0399e+00 +2.5148e+00 +6.8830e-01 +8.5362e-01 +1.2466e+00 +2.6095e+00 -5.8420e-01 -6.3230e-01 +4.7809e+00 -2.5066e+00 -3.2182e+00 -7.9658e-01
% function evaluation | noise-free fitness - Fopt (-5.980000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.139914773e+05 +3.139914773e+05 +3.139316773e+05 +3.139316773e+05 -6.1910e-01 +9.1592e-01 +4.2255e+00 -1.9530e+00 -3.0294e+00 -3.4096e+00 +1.1803e+00 -3.3155e-02 +4.7923e+00 -2.4222e+00 -4.1010e+00 +3.3819e-01 +4.5677e+00 +3.2218e+00 -3.5698e+00 +1.2024e+00 -4.8280e-01 -1.8595e+00 +2.4859e+00 +3.4284e+00
2 +1.705532996e+05 +1.705532996e+05 +1.704934996e+05 +1.704934996e+05 -3.3501e+00 +3.8777e+00 -2.6041e+00 -1.6839e-01 +1.3101e+00 -7.7279e-01 -1.7383e+00 -3.7134e+00 -1.2269e+00 -1.1516e-01 +2.6999e+00 -2.6996e+00 -3.6068e+00 -1.5371e+00 -3.1502e-01 +1.9474e+00 +1.0643e+00 +2.4147e+00 +1.8868e+00 +3.8813e+00
6 +1.425180239e+05 +1.425180239e+05 +1.424582239e+05 +1.424582239e+05 -1.9886e+00 -6.9285e-01 +2.0046e+00 -9.8066e-01 -4.1235e+00 -4.7054e+00 +8.5745e-02 -1.6991e+00 +4.7202e-01 +2.0215e-01 -1.9499e+00 +2.5672e+00 -1.8275e+00 +2.7695e-01 -3.0917e+00 -1.2867e+00 -3.6436e+00 +2.0718e+00 -3.2535e+00 +4.7086e+00
7 +8.211582746e+04 +8.211582746e+04 +8.205602746e+04 +8.205602746e+04 -8.1375e-01 -3.5362e+00 -2.1562e+00 -2.1147e+00 +4.9246e+00 -1.3507e-01 +2.4150e+00 +3.6617e+00 -4.5610e+00 -2.7149e-01 -2.7250e+00 +1.3984e+00 +3.1393e+00 +3.0394e+00 +8.4242e-01 +3.1557e+00 -3.4428e-01 +3.6276e+00 -3.3505e+00 -8.7504e-02
16 +2.814929589e+04 +2.814929589e+04 +2.808949589e+04 +2.808949589e+04 +3.4699e+00 +9.8454e-01 +3.3484e+00 +2.6629e+00 -2.4397e+00 -2.1029e+00 -3.0982e+00 -1.6250e+00 -4.9413e+00 +4.7171e+00 -4.0007e-01 -1.9871e+00 +2.5782e+00 +2.1949e+00 -1.2787e+00 +1.1630e+00 -2.4711e+00 -8.5199e-03 -1.6172e+00 -2.9862e+00
% function evaluation | noise-free fitness - Fopt (1.155700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.619842944e+04 +7.619842944e+04 +7.631399944e+04 +7.631399944e+04 -4.7297e+00 +4.4334e+00 -4.8354e+00 -2.3662e+00 +2.3438e+00 +4.0196e+00 +4.2407e+00 +2.1186e+00 -4.8334e+00 -4.2562e-01 +3.5813e+00 -5.3285e-01 -1.5412e+00 +3.6966e+00 -4.9264e+00 +2.1049e+00 -1.6157e+00 -4.1211e+00 -1.2950e+00 +2.5534e-02
15 +5.322586682e+04 +5.322586682e+04 +5.334143682e+04 +5.334143682e+04 +2.9228e+00 -3.1578e+00 -2.7512e-01 +2.8950e+00 +4.5624e+00 -4.5818e+00 -9.7644e-01 +3.3453e+00 +3.5640e+00 +4.6228e+00 -6.0730e-01 -7.9373e-01 +1.0900e-01 +2.0786e+00 +1.7532e-01 +4.4370e+00 +6.7334e-01 -3.8058e+00 +9.4956e-01 +1.7124e+00
% function evaluation | noise-free fitness - Fopt (-3.912000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.857553449e+05 +2.857553449e+05 +2.857162249e+05 +2.857162249e+05 +1.0593e+00 +3.2645e+00 -1.9571e+00 -1.5521e+00 +4.5107e+00 +3.6789e+00 -4.3056e-01 -3.2028e-01 +1.2167e-03 -1.5120e+00 +1.7599e+00 +4.5727e+00 +3.1971e+00 +4.1665e+00 -2.4827e+00 +4.5374e+00 -4.3486e+00 -2.5740e+00 +3.5424e+00 +4.7065e+00
2 +1.067783024e+05 +1.067783024e+05 +1.067391824e+05 +1.067391824e+05 +9.8180e-01 +1.3096e+00 -1.8049e+00 +1.1398e-01 -2.8056e+00 +1.2285e+00 -2.3833e+00 +4.2545e-01 +3.0191e+00 -2.5749e+00 +4.6364e-02 +3.6959e+00 +4.3450e+00 +4.2650e+00 +2.4821e+00 -3.7713e+00 +3.6449e+00 -4.2660e+00 -2.5242e+00 +3.6800e+00
9 +6.735015894e+04 +6.735015894e+04 +6.731103894e+04 +6.731103894e+04 -3.6264e+00 +3.9402e+00 -2.4477e+00 +9.4970e-01 -6.5680e-01 +8.2086e-01 +1.9130e+00 -4.4543e+00 +1.7763e+00 -3.7483e+00 +4.2454e-01 +3.8890e+00 -8.9305e-01 -4.1794e+00 +3.8891e-01 -5.6778e-01 -4.9514e+00 -2.0839e+00 -3.1526e+00 -3.8831e-01
17 +3.925638503e+04 +3.925638503e+04 +3.921726503e+04 +3.921726503e+04 -3.2087e+00 -1.6494e-01 +4.3889e+00 +2.5265e+00 +5.8949e-02 -3.7091e+00 -7.5415e-01 -3.2496e+00 -4.1480e+00 -1.1351e+00 +2.6206e+00 -3.6383e+00 +2.3578e+00 -4.1826e+00 +8.0108e-01 +3.0478e-01 -1.0301e+00 -1.2379e+00 -2.8797e+00 +3.4791e+00
129 +2.024101073e+04 +2.024101073e+04 +2.020189073e+04 +2.020189073e+04 -3.1351e+00 +4.0351e+00 -1.4009e+00 +1.1482e+00 -3.4145e+00 -2.6901e+00 +1.0581e+00 +1.8344e-02 -3.2318e+00 -3.9961e+00 +1.0715e+00 -4.3884e+00 +5.2582e-01 -2.2475e+00 -1.4955e+00 -2.2092e+00 -9.4542e-01 -1.4622e+00 -2.2754e+00 +2.2307e+00
% function evaluation | noise-free fitness - Fopt (-8.801000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.508283639e+05 +4.508283639e+05 +4.507403539e+05 +4.507403539e+05 -1.9525e+00 -2.4319e+00 -3.0693e+00 -1.4826e+00 +3.4740e+00 +3.5529e-01 +3.8210e+00 +3.5665e+00 +1.0352e+00 -8.9289e-01 -1.8342e+00 +2.0739e+00 +3.4895e+00 -1.2945e+00 -4.2352e+00 -4.2645e+00 +4.3982e+00 -2.4895e+00 +3.6678e+00 +2.3779e+00
2 +3.562915648e+05 +3.562915648e+05 +3.562035548e+05 +3.562035548e+05 +3.4486e+00 -2.3120e+00 +3.2588e+00 -1.1793e+00 -4.2322e+00 -3.4370e+00 -3.4592e+00 +1.5575e+00 +1.9735e+00 +1.5389e+00 -8.5823e-01 +3.5101e+00 +2.0018e+00 -2.5537e+00 -1.8350e+00 -4.9309e+00 +4.1430e+00 -2.8439e+00 -3.3546e+00 -1.6735e+00
3 +1.424181077e+05 +1.424181077e+05 +1.423300977e+05 +1.423300977e+05 -3.1256e+00 +2.7510e+00 +2.6755e+00 +1.9771e+00 -4.2263e+00 +4.4149e+00 +3.0226e+00 -2.4229e-01 -1.4033e-02 +3.7164e-01 +4.7729e+00 +3.0856e+00 -1.2935e+00 +3.5658e+00 -5.3768e-01 +7.4639e-01 -2.9744e+00 -3.7885e+00 -3.4228e+00 -3.1964e+00
5 +7.221866941e+04 +7.221866941e+04 +7.213065941e+04 +7.213065941e+04 +8.1596e-01 +3.4354e+00 +1.0845e+00 +9.5432e-01 +4.7242e+00 +4.6205e+00 -3.1362e+00 +4.7301e-02 -3.1222e+00 -4.8646e+00 +2.0753e+00 +5.0623e-01 +1.4393e+00 +1.9658e+00 -1.4594e+00 +4.3768e-01 +8.8811e-01 +4.8437e+00 -2.1966e+00 +1.7025e+00
18 +6.096008403e+04 +6.096008403e+04 +6.087207403e+04 +6.087207403e+04 +1.3195e+00 -3.9477e+00 -3.7156e+00 +1.6911e+00 +6.2175e-01 -1.6681e+00 +3.9950e+00 -1.6280e+00 +1.1701e+00 -7.4876e-01 +3.9662e+00 -7.5586e-01 +3.8016e-01 +3.0926e+00 +1.5158e+00 -1.1794e+00 -4.4252e-01 +2.6039e+00 -4.1515e+00 -5.4496e-01
48 +3.930619947e+04 +3.930619947e+04 +3.921818947e+04 +3.921818947e+04 +4.5281e+00 +1.6498e-01 +4.8550e+00 +4.6913e+00 -1.1110e+00 -2.3355e+00 +3.4672e+00 -3.5793e+00 +1.7855e+00 +2.6423e+00 -4.9429e+00 +4.0191e-01 -4.0620e-01 -1.5003e+00 +3.6662e+00 +9.1379e-01 -3.7729e+00 -5.6081e-01 -2.3914e+00 +2.8690e+00
% function evaluation | noise-free fitness - Fopt (7.934000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.684012334e+05 +1.684012334e+05 +1.684805734e+05 +1.684805734e+05 +4.0142e+00 +2.1509e+00 -3.6428e+00 -5.0557e-01 +1.3132e+00 -2.8789e+00 -4.8570e-01 -4.7369e+00 +7.7108e-01 -2.5635e+00 -2.8219e+00 +2.7965e-01 -4.9015e+00 -3.7832e+00 +1.6278e+00 +1.0587e+00 +1.2697e-01 -5.3598e-01 +1.3704e+00 +3.0246e+00
9 +1.565188840e+05 +1.565188840e+05 +1.565982240e+05 +1.565982240e+05 -3.8131e+00 +4.9543e+00 +1.7340e+00 +6.3907e-01 -3.2016e+00 +3.8084e+00 +4.2140e+00 +9.8961e-01 +1.5296e+00 +1.1007e+00 +4.5667e+00 +2.6530e+00 -3.4565e-01 -3.1201e+00 +1.5245e+00 -2.4724e+00 -8.5665e-01 -1.2526e+00 -2.1513e+00 +4.5278e-01
11 +8.930695243e+04 +8.930695243e+04 +8.938629243e+04 +8.938629243e+04 +1.2134e+00 +6.6908e-02 -4.9309e+00 +3.9228e+00 -5.6163e-01 -6.8699e-02 -4.4349e-01 -1.3763e+00 +3.6119e+00 +2.9075e+00 +1.7852e+00 +4.1201e+00 -4.7117e+00 +1.7244e-01 -4.2674e+00 +4.9752e+00 +2.3784e+00 +2.2543e+00 +8.1873e-01 +8.0751e-01
92 +4.396994562e+04 +4.396994562e+04 +4.404928562e+04 +4.404928562e+04 +2.5262e+00 +7.1420e-01 +1.1501e+00 +1.7954e+00 -4.1241e+00 +1.2455e+00 -3.8831e+00 +9.4277e-01 -9.5564e-01 -2.3032e+00 +3.9679e+00 +2.4352e-01 +7.1879e-01 +1.5797e+00 -2.0974e-01 +8.0569e-01 -2.8003e+00 -2.6286e+00 +1.3661e+00 +2.8682e+00
% function evaluation | noise-free fitness - Fopt (1.721800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.043000202e+05 +1.043000202e+05 +1.044722002e+05 +1.044722002e+05 -4.7843e+00 +4.1673e+00 -5.3886e-01 +6.1958e-01 -2.2758e+00 +4.1536e+00 +2.5806e+00 +1.4997e+00 -2.3739e+00 +1.5538e+00 -2.8208e+00 +9.4663e-01 +1.5689e+00 +1.4127e+00 -1.3506e+00 -3.9777e+00 +4.3402e+00 +3.7764e+00 +3.1225e+00 -4.2955e-01
4 +9.624343831e+04 +9.624343831e+04 +9.641561831e+04 +9.641561831e+04 +4.7538e+00 -3.9562e+00 -4.8119e+00 -2.4598e+00 +1.9846e+00 -2.1718e+00 -2.7892e+00 -3.4921e+00 +2.4152e+00 +1.8889e-01 +1.6439e+00 +2.2316e+00 -1.1875e+00 +2.1283e-01 +3.7167e+00 -1.6021e+00 +2.6279e+00 +3.9398e+00 +3.3416e+00 -4.3398e+00
87 +4.460472259e+04 +4.460472259e+04 +4.477690259e+04 +4.477690259e+04 -2.1525e+00 -3.7749e+00 +2.5996e+00 +2.0508e+00 -7.3845e-01 -2.8828e+00 -2.8610e+00 +1.4036e+00 +8.0189e-01 +3.8698e+00 +3.2638e-02 +1.3689e+00 -4.1841e+00 -3.7643e-01 -5.0847e-01 -3.3249e+00 +1.0173e-01 -3.1270e-01 +3.8958e+00 -4.0201e+00
% function evaluation | noise-free fitness - Fopt (-3.181900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.686551221e+04 +8.686551221e+04 +8.654732221e+04 +8.654732221e+04 -4.0172e+00 -3.6073e+00 +4.9851e+00 +4.0140e+00 -2.3643e+00 +4.4929e+00 -2.0379e+00 -1.9800e+00 +4.5456e+00 +2.6848e-01 -9.1573e-01 -2.5169e+00 -4.5558e+00 +1.4812e+00 -9.8150e-01 +1.5689e+00 -1.4926e+00 +8.2221e-01 +3.8359e+00 +4.2474e+00
8 +3.407966291e+04 +3.407966291e+04 +3.376147291e+04 +3.376147291e+04 -1.1466e+00 -7.6872e-01 -4.8335e+00 +4.4762e+00 -1.1705e+00 +9.9590e-01 -3.1700e-01 -1.1139e+00 +2.9111e-01 -2.6520e+00 -1.8149e+00 +1.5327e+00 -1.2237e+00 -9.0137e-01 +1.2047e-02 +3.6530e+00 -5.2857e-01 -1.4502e+00 -6.0856e-01 +3.1595e+00
% function evaluation | noise-free fitness - Fopt (-5.276000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.103785598e+05 +2.103785598e+05 +2.103257998e+05 +2.103257998e+05 -3.0652e+00 +2.0323e+00 +3.5226e-01 +3.7583e+00 -3.0872e+00 -6.7978e-01 -4.0593e+00 +1.1756e+00 -2.0286e+00 +8.2391e-01 -4.0818e+00 -1.5657e+00 +5.2176e-01 +4.8452e+00 +6.4701e-01 -3.3316e+00 +4.7623e+00 -2.3421e+00 -1.7324e+00 -4.5897e+00
4 +5.389871133e+04 +5.389871133e+04 +5.384595133e+04 +5.384595133e+04 +8.2690e-01 -2.4750e+00 -2.0764e+00 -9.4185e-01 +4.8773e+00 -1.6895e-01 -9.2784e-01 +4.1470e+00 +4.0312e+00 +4.5987e+00 +2.5974e+00 -1.4779e+00 +3.2866e+00 -1.6183e-01 -8.3792e-01 -3.0903e+00 -7.7826e-01 +1.9616e+00 +4.5735e+00 -2.5825e+00
24 +2.009383275e+04 +2.009383275e+04 +2.004107275e+04 +2.004107275e+04 +1.0157e+00 -1.1300e-01 -1.6408e-01 -4.7028e+00 -2.4788e+00 -2.2156e+00 -2.0821e+00 -2.5339e+00 -4.5219e+00 +2.7217e+00 -3.8410e+00 +4.5122e-01 -1.3910e-02 +4.3489e-01 +2.5429e+00 +3.6325e-01 -2.4479e+00 +1.3063e+00 +3.5122e+00 -1.2834e+00
