% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.546651616e+01 +1.546651616e+01 +8.681651616e+01 +8.681651616e+01 +2.1839e+00 -1.9146e+00
41 +5.705434112e+00 +5.705434112e+00 +7.705543411e+01 +7.705543411e+01 +1.3641e+00 +4.3398e+00
63 +6.572551697e-01 +6.572551697e-01 +7.200725517e+01 +7.200725517e+01 +1.1944e+00 +3.0060e+00
119 +6.229251696e-01 +6.229251696e-01 +7.197292517e+01 +7.197292517e+01 +1.1943e+00 +3.0061e+00
198 +2.329873243e-01 +2.329873243e-01 +7.158298732e+01 +7.158298732e+01 +1.1096e+00 +2.9566e+00
239 +1.253839863e-01 +1.253839863e-01 +7.147538399e+01 +7.147538399e+01 +1.3133e+00 +2.9873e+00
302 +3.340130124e-02 +3.340130124e-02 +7.138340130e+01 +7.138340130e+01 +1.3028e+00 +2.9782e+00
360 +1.672920363e-02 +1.672920363e-02 +7.136672920e+01 +7.136672920e+01 +1.3005e+00 +2.9762e+00
421 +2.890817602e-03 +2.890817602e-03 +7.135289082e+01 +7.135289082e+01 +1.2710e+00 +2.9724e+00
488 +1.051151711e-03 +1.051151711e-03 +7.135105115e+01 +7.135105115e+01 +1.2877e+00 +2.9740e+00
525 +9.176100512e-04 +9.176100512e-04 +7.135091761e+01 +7.135091761e+01 +1.2936e+00 +2.9723e+00
879 +1.247700796e-04 +1.247700796e-04 +7.135012477e+01 +7.135012477e+01 +1.2874e+00 +2.9716e+00
959 +9.704014796e-05 +9.704014796e-05 +7.135009704e+01 +7.135009704e+01 +1.2876e+00 +2.9719e+00
1052 +2.357060893e-05 +2.357060893e-05 +7.135002357e+01 +7.135002357e+01 +1.2873e+00 +2.9721e+00
1122 +1.492339496e-05 +1.492339496e-05 +7.135001492e+01 +7.135001492e+01 +1.2875e+00 +2.9722e+00
1157 +6.856963310e-06 +6.856963310e-06 +7.135000686e+01 +7.135000686e+01 +1.2873e+00 +2.9723e+00
1186 +1.957033760e-06 +1.957033760e-06 +7.135000196e+01 +7.135000196e+01 +1.2871e+00 +2.9723e+00
1209 +1.628685027e-07 +1.628685027e-07 +7.135000016e+01 +7.135000016e+01 +1.2870e+00 +2.9722e+00
1269 +3.642242064e-11 +3.642242064e-11 +7.135000000e+01 +7.135000000e+01 +1.2870e+00 +2.9722e+00
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.592937350e+02 +1.592937350e+02 -1.959262650e+02 -1.959262650e+02 +1.3447e+00 -4.6877e+00
2 +1.065101141e+02 +1.065101141e+02 -2.487098859e+02 -2.487098859e+02 +2.7186e+00 +4.0157e-01
3 +6.620324015e+01 +6.620324015e+01 -2.890167598e+02 -2.890167598e+02 -3.7847e+00 -3.6754e+00
6 +3.749887691e+01 +3.749887691e+01 -3.177211231e+02 -3.177211231e+02 -3.3927e+00 -3.6273e+00
9 +1.157748817e+01 +1.157748817e+01 -3.436425118e+02 -3.436425118e+02 +3.0694e+00 -2.9625e+00
34 +7.000066681e+00 +7.000066681e+00 -3.482199333e+02 -3.482199333e+02 +1.6964e+00 -2.7213e+00
51 +3.661751580e+00 +3.661751580e+00 -3.515582484e+02 -3.515582484e+02 +5.8758e-01 +2.2191e+00
116 +2.101685342e+00 +2.101685342e+00 -3.531183147e+02 -3.531183147e+02 +6.6162e-01 +2.2715e+00
173 +1.462113350e+00 +1.462113350e+00 -3.537578866e+02 -3.537578866e+02 +2.9993e+00 -3.1644e+00
175 +9.143451350e-01 +9.143451350e-01 -3.543056549e+02 -3.543056549e+02 +3.0157e+00 -3.1616e+00
187 +1.200943185e-02 +1.200943185e-02 -3.552079906e+02 -3.552079906e+02 -7.8945e-01 +2.7422e+00
238 +9.985142738e-03 +9.985142738e-03 -3.552100149e+02 -3.552100149e+02 -7.8964e-01 +2.7422e+00
311 +3.574437843e-03 +3.574437843e-03 -3.552164256e+02 -3.552164256e+02 -7.9539e-01 +2.7389e+00
433 +7.072750930e-05 +7.072750930e-05 -3.552199293e+02 -3.552199293e+02 -8.0750e-01 +2.7346e+00
508 +2.270844055e-05 +2.270844055e-05 -3.552199773e+02 -3.552199773e+02 -8.0747e-01 +2.7347e+00
551 +8.900494720e-06 +8.900494720e-06 -3.552199911e+02 -3.552199911e+02 -8.0777e-01 +2.7347e+00
2963 +5.614257873e-06 +5.614257873e-06 -3.552199944e+02 -3.552199944e+02 -8.0780e-01 +2.7346e+00
