% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
3 +3.426764880e+02 +3.426764880e+02 +1.293996488e+03 +1.293996488e+03 +4.6068e+00 -1.0255e+00 -1.3686e+00 +3.4862e+00 -9.1496e-01 +3.9481e+00 -2.9621e-01 +2.2592e+00 +2.0882e-01 -2.8263e+00 +4.9643e+00 +1.8562e+00 +3.3819e+00 -1.4388e+00 -3.7387e+00 +4.5005e+00 -3.9526e+00 -2.0041e+00 +4.5804e-01 +1.2555e+00
% function evaluation | noise-free fitness - Fopt (-1.703300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.840843116e+02 +4.840843116e+02 +3.137543116e+02 +3.137543116e+02 -1.6745e+00 -2.5629e-01 +2.9389e+00 -3.9054e+00 -2.0591e+00 +3.3751e+00 +2.5044e+00 -3.5858e+00 +5.6166e-01 -1.4853e+00 +2.5016e+00 -2.9599e-01 +3.2957e+00 +1.8649e+00 -9.1047e-01 -2.6177e+00 -3.8699e+00 -1.5775e+00 +2.0974e-01 +2.4720e+00
2 +3.316483429e+02 +3.316483429e+02 +1.613183429e+02 +1.613183429e+02 -2.6874e+00 -2.3276e+00 +2.5680e+00 +2.5978e+00 +3.4664e-01 +4.8685e+00 +4.9635e+00 +4.8528e+00 -4.3793e+00 +3.7570e+00 -3.2780e+00 +2.9943e+00 -2.8978e+00 -4.1406e+00 +8.0746e-01 +2.4410e+00 -2.7419e+00 +4.6944e+00 -4.9418e+00 +7.8179e-01
% function evaluation | noise-free fitness - Fopt (4.136000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.408696147e+02 +4.408696147e+02 +4.822296147e+02 +4.822296147e+02 +4.1735e+00 +1.1253e+00 -4.5046e+00 -4.8114e+00 -3.1525e+00 -4.5988e+00 -2.4071e+00 +2.9170e+00 +4.3451e+00 -3.9432e+00 +2.2974e+00 -4.6532e+00 +1.9755e+00 +3.4528e+00 +3.8886e+00 +1.6983e+00 +1.1087e+00 -4.9721e+00 +3.8593e+00 +1.4729e+00
2 +3.741019267e+02 +3.741019267e+02 +4.154619267e+02 +4.154619267e+02 +9.8755e-01 +1.8259e+00 +3.0150e+00 +7.5792e-01 -4.3838e+00 -2.4688e+00 +1.9050e+00 +4.8757e-01 +3.5882e+00 +3.7496e+00 -7.2109e-01 -4.7703e+00 -1.6528e+00 -4.7119e+00 +4.7912e+00 -2.7114e+00 +1.9999e+00 +1.1595e+00 +1.9224e+00 -4.2174e-01
44 +2.460967779e+02 +2.460967779e+02 +2.874567779e+02 +2.874567779e+02 +1.6879e+00 -3.4228e+00 -2.3475e+00 -3.1976e-01 -1.8959e+00 -1.7462e+00 +2.7140e+00 -2.7606e+00 -2.5031e+00 +3.8517e+00 +3.0585e+00 -3.3097e+00 +2.7253e+00 +5.3019e-01 -4.2778e+00 +4.9508e+00 +3.3833e+00 +3.9142e+00 +3.0648e+00 -6.5062e-01
% function evaluation | noise-free fitness - Fopt (2.583700000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.396989246e+02 +3.396989246e+02 +5.980689246e+02 +5.980689246e+02 +3.6985e+00 +3.7666e+00 -8.1486e-01 -1.0241e-01 +2.9927e+00 +1.1333e+00 -2.9070e+00 +2.8467e+00 -3.5745e+00 +7.3090e-01 +4.7850e+00 +2.5159e-01 +2.4811e+00 -3.5033e+00 -3.2156e-01 -1.9644e+00 -4.0577e+00 +1.2312e+00 -4.8748e+00 -4.0737e+00
83 +2.227850671e+02 +2.227850671e+02 +4.811550671e+02 +4.811550671e+02 -2.8829e+00 +3.8504e+00 -2.0064e+00 +1.1110e-02 +8.5108e-01 -2.4576e+00 +4.4916e+00 +8.0230e-01 +4.3032e+00 +9.0808e-01 -3.3190e+00 +1.0044e+00 -4.7802e+00 +4.7094e+00 +4.5970e+00 -3.9679e+00 +4.0972e+00 +3.5605e+00 -2.0438e+00 -1.8277e+00
% function evaluation | noise-free fitness - Fopt (-7.520000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.362753056e+02 +4.362753056e+02 +4.287553056e+02 +4.287553056e+02 +1.2190e+00 -2.3233e+00 -3.4955e+00 +4.8874e+00 -3.1443e+00 +2.6654e+00 -1.5963e+00 +2.0271e+00 -5.6375e-02 +6.0201e-02 +2.1530e+00 -4.2774e+00 +4.0563e+00 +4.3448e+00 -2.3099e+00 +4.8562e+00 +2.8125e+00 +9.0362e-02 +2.4729e+00 +4.0476e+00
3 +3.757450724e+02 +3.757450724e+02 +3.682250724e+02 +3.682250724e+02 +3.2859e-01 -4.1116e+00 +1.3755e+00 -3.6365e-01 -2.1973e+00 -2.2573e+00 -7.2781e-01 +1.1868e+00 +2.9778e+00 -4.7034e+00 +3.8673e+00 +1.6345e+00 +4.3554e+00 +1.7327e+00 +9.4356e-01 -2.8382e+00 +8.3630e-01 -4.2373e+00 +4.0480e+00 -4.3184e+00
% function evaluation | noise-free fitness - Fopt (2.477800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.119034883e+02 +4.119034883e+02 +6.596834883e+02 +6.596834883e+02 +3.2331e+00 +4.3475e+00 +7.1043e-01 +1.7824e+00 +4.7016e+00 +4.3828e+00 +3.8535e+00 +2.2112e+00 -4.1218e+00 +4.9004e+00 -4.8149e+00 -9.3658e-01 -1.9796e+00 -4.5719e+00 +1.0218e+00 -3.6469e+00 +3.0263e+00 -2.7322e+00 -3.0468e+00 +4.1570e+00
3 +3.870294728e+02 +3.870294728e+02 +6.348094728e+02 +6.348094728e+02 -3.4766e-02 -3.3940e+00 +2.3455e+00 +2.3167e+00 +1.6695e+00 +1.5687e+00 +1.0577e+00 +4.6773e-01 -4.1064e-01 -4.7258e+00 +2.8896e-01 -1.1712e+00 -1.2330e-01 +6.2501e-01 +1.7666e+00 +4.7084e+00 -1.8177e+00 +3.7314e+00 +2.3651e+00 -6.8902e-01
% function evaluation | noise-free fitness - Fopt (-1.722000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.991481448e+02 +4.991481448e+02 +4.819281448e+02 +4.819281448e+02 -4.2717e+00 -1.5750e+00 -4.4592e+00 -4.6546e+00 -4.5175e+00 +6.2796e-01 -5.2731e-01 -3.1636e+00 +1.5927e+00 -3.5050e+00 +1.4729e+00 +2.8551e+00 +3.4189e+00 +4.0796e+00 -4.1528e+00 -3.6610e+00 +4.9026e+00 +6.9488e-01 +4.9856e+00 -2.7244e+00
2 +3.848588176e+02 +3.848588176e+02 +3.676388176e+02 +3.676388176e+02 +8.7633e-01 +4.7657e+00 +1.5371e+00 -1.4211e+00 -3.4952e-02 +1.0139e+00 +3.9054e+00 -1.0056e+00 +3.0885e+00 +1.6861e+00 -4.0476e+00 +5.3703e-01 -2.7632e+00 -4.8222e+00 -2.7993e+00 -1.6982e+00 -3.2181e+00 -4.2758e+00 +3.0264e-01 -2.1943e-01
50 +2.396082037e+02 +2.396082037e+02 +2.223882037e+02 +2.223882037e+02 -2.1378e-01 +1.3048e+00 -3.5361e+00 +4.5005e+00 +3.4402e+00 -4.3907e+00 +2.4598e+00 -1.3473e+00 -4.5045e+00 -1.0062e+00 +4.2139e+00 +3.5178e-01 -6.5624e-01 -2.5147e+00 -1.9192e+00 +3.9161e+00 -4.8946e+00 -4.9484e+00 -4.1595e+00 +3.6279e+00
% function evaluation | noise-free fitness - Fopt (-6.010200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.158451057e+02 +4.158451057e+02 -1.851748943e+02 -1.851748943e+02 +1.4352e+00 +1.8373e+00 -2.6065e+00 -1.6539e+00 -1.5912e+00 +2.5309e+00 +4.4697e+00 -4.6662e-01 -3.5087e+00 +1.9346e+00 +6.6776e-01 +1.2978e+00 +1.8552e+00 -7.9081e-01 +1.0689e-01 -2.1799e+00 -3.8256e+00 -1.6589e+00 -2.0312e+00 -2.4740e+00
2 +3.496781207e+02 +3.496781207e+02 -2.513418793e+02 -2.513418793e+02 +3.7925e+00 +3.1706e+00 +2.3722e+00 -1.0868e+00 -4.8228e+00 +8.5346e-01 +2.3296e+00 -1.0233e+00 +4.0228e+00 +4.1098e+00 +3.2881e+00 +6.8411e-01 +1.1073e+00 -3.0364e+00 -4.9822e+00 +2.2932e+00 +7.1030e-01 +1.7854e+00 +3.6481e+00 -3.5471e-01
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.237599143e+02 +4.237599143e+02 -5.762400857e+02 -5.762400857e+02 +1.8415e+00 +3.2321e+00 -2.7041e+00 -4.4670e+00 +4.8557e+00 +1.8609e+00 +1.3156e+00 -3.6671e+00 +9.3399e-02 +2.5330e+00 +2.5540e-01 -5.2527e-01 +1.0483e+00 +2.9934e+00 +2.8780e+00 +1.2921e+00 +2.9758e+00 +8.8362e-01 -2.4800e+00 +1.6832e-01
3 +2.995093048e+02 +2.995093048e+02 -7.004906952e+02 -7.004906952e+02 +1.3179e+00 -4.3033e-01 -2.7611e+00 +2.9682e+00 -4.2222e+00 -1.6017e-03 +2.3196e+00 +4.5485e+00 -2.7844e+00 -4.2324e+00 +4.6575e+00 -1.9343e+00 +3.6716e+00 +1.9402e+00 -3.8203e+00 -2.6180e+00 -8.9858e-02 -4.6496e+00 -3.8324e+00 -4.3851e+00
14 +2.394024116e+02 +2.394024116e+02 -7.605975884e+02 -7.605975884e+02 -4.5803e+00 -3.0726e+00 -1.3495e+00 -3.2286e-01 -3.9074e+00 +2.8084e+00 -1.5006e+00 -2.1601e+00 -7.1241e-01 +2.8609e+00 +2.6824e+00 -3.3367e+00 +3.2997e+00 -3.9567e+00 -4.8426e+00 +3.7009e+00 +3.4142e+00 +2.9418e+00 +3.3080e+00 -3.4495e+00
