% function evaluation | noise-free fitness - Fopt (-6.211100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.595778518e+09 +7.595778518e+09 +7.595777897e+09 +7.595777897e+09
3 +3.894684381e+09 +3.894684381e+09 +3.894683759e+09 +3.894683759e+09
5 +5.950681188e+08 +5.950681188e+08 +5.950674977e+08 +5.950674977e+08
750 +3.872109529e+08 +3.872109529e+08 +3.872103318e+08 +3.872103318e+08
2621 +2.511354505e+08 +2.511354505e+08 +2.511348294e+08 +2.511348294e+08
3716 +1.472208466e+08 +1.472208466e+08 +1.472202255e+08 +1.472202255e+08
5608 +9.150784325e+07 +9.150784325e+07 +9.150722214e+07 +9.150722214e+07
7529 +6.288681227e+07 +6.288681227e+07 +6.288619116e+07 +6.288619116e+07
11010 +3.929676522e+07 +3.929676522e+07 +3.929614411e+07 +3.929614411e+07
14551 +2.458272543e+07 +2.458272543e+07 +2.458210432e+07 +2.458210432e+07
17070 +1.573810364e+07 +1.573810364e+07 +1.573748253e+07 +1.573748253e+07
19455 +9.955817403e+06 +9.955817403e+06 +9.955196293e+06 +9.955196293e+06
21774 +6.288432947e+06 +6.288432947e+06 +6.287811837e+06 +6.287811837e+06
23536 +3.793745590e+06 +3.793745590e+06 +3.793124480e+06 +3.793124480e+06
25396 +2.351856024e+06 +2.351856024e+06 +2.351234914e+06 +2.351234914e+06
27387 +1.567025484e+06 +1.567025484e+06 +1.566404374e+06 +1.566404374e+06
29449 +9.886778953e+05 +9.886778953e+05 +9.880567853e+05 +9.880567853e+05
31654 +6.290134960e+05 +6.290134960e+05 +6.283923860e+05 +6.283923860e+05
34792 +3.846835570e+05 +3.846835570e+05 +3.840624470e+05 +3.840624470e+05
38585 +2.405833401e+05 +2.405833401e+05 +2.399622301e+05 +2.399622301e+05
41034 +1.491401026e+05 +1.491401026e+05 +1.485189926e+05 +1.485189926e+05
43251 +9.665703260e+04 +9.665703260e+04 +9.603592260e+04 +9.603592260e+04
45732 +6.134117321e+04 +6.134117321e+04 +6.072006321e+04 +6.072006321e+04
48158 +3.945271297e+04 +3.945271297e+04 +3.883160297e+04 +3.883160297e+04
50030 +2.376683013e+04 +2.376683013e+04 +2.314572013e+04 +2.314572013e+04
52510 +1.476544015e+04 +1.476544015e+04 +1.414433015e+04 +1.414433015e+04
55263 +9.916201908e+03 +9.916201908e+03 +9.295091908e+03 +9.295091908e+03
59911 +6.211975183e+03 +6.211975183e+03 +5.590865183e+03 +5.590865183e+03
67777 +3.963306338e+03 +3.963306338e+03 +3.342196338e+03 +3.342196338e+03
85607 +2.508333615e+03 +2.508333615e+03 +1.887223615e+03 +1.887223615e+03
108985 +1.583180454e+03 +1.583180454e+03 +9.620704543e+02 +9.620704543e+02
128541 +9.979442418e+02 +9.979442418e+02 +3.768342418e+02 +3.768342418e+02
144364 +6.292939586e+02 +6.292939586e+02 +8.183958610e+00 +8.183958610e+00
% function evaluation | noise-free fitness - Fopt (-2.548200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.745001274e+09 +2.745001274e+09 +2.745001020e+09 +2.745001020e+09
2 +8.744662875e+08 +8.744662875e+08 +8.744660326e+08 +8.744660326e+08
169 +6.094233277e+08 +6.094233277e+08 +6.094230729e+08 +6.094230729e+08
755 +3.521726315e+08 +3.521726315e+08 +3.521723767e+08 +3.521723767e+08
2303 +2.508536938e+08 +2.508536938e+08 +2.508534390e+08 +2.508534390e+08
3903 +1.496121984e+08 +1.496121984e+08 +1.496119436e+08 +1.496119436e+08
5320 +8.074357966e+07 +8.074357966e+07 +8.074332484e+07 +8.074332484e+07
7453 +5.091172436e+07 +5.091172436e+07 +5.091146954e+07 +5.091146954e+07
9431 +3.960440341e+07 +3.960440341e+07 +3.960414859e+07 +3.960414859e+07
12766 +2.474521475e+07 +2.474521475e+07 +2.474495993e+07 +2.474495993e+07
15228 +1.568814037e+07 +1.568814037e+07 +1.568788555e+07 +1.568788555e+07
17518 +9.990842055e+06 +9.990842055e+06 +9.990587235e+06 +9.990587235e+06
19865 +5.825698734e+06 +5.825698734e+06 +5.825443914e+06 +5.825443914e+06
21735 +3.937289405e+06 +3.937289405e+06 +3.937034585e+06 +3.937034585e+06
23786 +2.309305311e+06 +2.309305311e+06 +2.309050491e+06 +2.309050491e+06
25220 +1.428509345e+06 +1.428509345e+06 +1.428254525e+06 +1.428254525e+06
26853 +9.621163707e+05 +9.621163707e+05 +9.618615507e+05 +9.618615507e+05
29935 +6.259274406e+05 +6.259274406e+05 +6.256726206e+05 +6.256726206e+05
33571 +3.941110312e+05 +3.941110312e+05 +3.938562112e+05 +3.938562112e+05
36801 +2.475299624e+05 +2.475299624e+05 +2.472751424e+05 +2.472751424e+05
