% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.240303536e+07 +1.240303536e+07 +1.240293112e+07 +1.240293112e+07 -2.3698e+00 -3.3431e+00 +6.8733e-01 -3.1872e+00 -1.2112e+00 +7.3880e-01 +1.4595e+00 -4.9996e+00 -1.0845e+00 +3.0541e+00 +1.2093e+00 -4.5748e+00 +9.1043e-01 +1.3220e+00 +3.1392e-01 -3.9339e+00 -3.2049e+00 +2.6870e+00 -2.5707e-01 -4.0878e+00
3 +3.544161182e+06 +3.544161182e+06 +3.544056942e+06 +3.544056942e+06 +4.7570e+00 -4.7364e+00 -3.3786e+00 +4.7245e-01 +4.5293e+00 -2.3371e+00 -4.9726e+00 +5.3430e-01 -2.7505e+00 +3.8465e+00 +7.8210e-01 -3.4669e+00 -2.9007e+00 -1.2644e+00 +1.6711e+00 +2.4543e+00 +3.0833e+00 -4.7052e+00 +8.6542e-01 -4.0498e+00
52 +1.444400376e+06 +1.444400376e+06 +1.444296136e+06 +1.444296136e+06 -3.5086e-01 +1.1664e+00 -2.3079e+00 +7.3491e-01 +2.3897e+00 +4.5642e+00 -3.1354e+00 -4.2433e+00 +2.4810e+00 -1.8540e+00 -3.6847e+00 +2.0131e+00 +3.2391e+00 +4.0946e+00 +4.2700e+00 -1.8968e+00 +4.4076e+00 -2.4993e+00 +1.9811e-01 -3.0732e+00
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.368936186e+07 +2.368936186e+07 +2.368836186e+07 +2.368836186e+07 -1.3571e+00 +4.4652e+00 +4.9106e-02 +1.3761e+00 -4.0143e-01 -2.7414e+00 +7.9122e-01 +2.3500e-01 +4.3939e+00 -4.1722e+00 -2.5177e+00 -2.1784e+00 +4.9588e+00 -4.3145e+00 +2.1302e+00 -4.5796e+00 -3.2122e-03 +1.8901e+00 +3.7201e-01 +4.5373e+00
2 +1.125334908e+07 +1.125334908e+07 +1.125234908e+07 +1.125234908e+07 -2.6969e+00 -2.2677e+00 +1.2508e+00 +2.0021e+00 -2.2030e+00 +1.0758e+00 +2.2317e+00 -2.4787e+00 +1.1386e+00 -1.5920e+00 -2.9021e+00 -1.0824e+00 +4.8949e+00 -4.0593e-01 -4.3572e+00 +1.7827e+00 +4.7204e+00 -4.5160e+00 +2.0567e+00 +3.5002e+00
9 +6.437215926e+06 +6.437215926e+06 +6.436215926e+06 +6.436215926e+06 -4.7631e+00 -2.9961e-01 -4.2663e+00 +4.9278e+00 +3.0173e+00 +3.1506e+00 +1.1375e+00 +2.9728e+00 +1.9359e+00 -2.8725e+00 -1.1164e+00 +2.6681e+00 +3.0274e+00 -2.2399e+00 -4.4946e+00 -2.6646e+00 +3.4618e+00 -2.5678e+00 -1.9666e+00 -6.5142e-02
41 +4.098293900e+06 +4.098293900e+06 +4.097293900e+06 +4.097293900e+06 -3.9806e+00 -1.7562e+00 +2.2132e+00 +4.6709e+00 +4.5976e+00 -1.2992e+00 -4.5463e+00 -4.7777e+00 -2.5461e+00 +5.7220e-01 +3.9115e+00 -1.9552e+00 -4.4899e+00 -4.4812e+00 +2.5587e+00 -9.1533e-01 -2.8835e+00 -3.0485e+00 +8.6241e-03 +1.4199e+00
106 +2.514471996e+06 +2.514471996e+06 +2.513471996e+06 +2.513471996e+06 +1.5909e+00 +3.0957e+00 +1.1918e+00 +2.3798e+00 +5.2272e-01 +2.0191e+00 -4.9130e+00 +3.9582e+00 -3.6568e+00 -4.3721e+00 -2.6278e+00 +1.6122e+00 +4.4556e+00 +3.0881e+00 -3.1469e+00 +4.3327e+00 +3.4897e+00 -3.6695e+00 -5.4951e-01 -1.4840e-01
131 +1.930975720e+06 +1.930975720e+06 +1.929975720e+06 +1.929975720e+06 -1.5711e+00 +2.0463e-01 +1.2837e+00 +2.6264e+00 -2.3767e+00 -2.0072e+00 -1.0886e+00 -2.1601e+00 -3.8732e+00 -2.5559e+00 +4.5690e+00 +3.7677e+00 -1.0908e-01 -4.5437e+00 -1.9953e-01 -6.2217e-02 -5.9380e-01 -4.3738e+00 +1.0139e-01 +1.2603e+00
% function evaluation | noise-free fitness - Fopt (-3.629000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.714019379e+06 +9.714019379e+06 +9.713983089e+06 +9.713983089e+06 +4.2470e+00 -2.3874e+00 +7.7765e-01 +3.8656e+00 -3.5063e+00 +1.7259e+00 +4.1497e-01 -4.7212e+00 -4.2404e+00 -4.7741e+00 -4.5324e+00 +9.1648e-01 +3.6749e+00 -2.6493e+00 -4.9283e-01 -4.6457e+00 -4.7901e+00 +4.5222e-01 +1.5166e+00 -1.7356e-02
12 +4.184985468e+06 +4.184985468e+06 +4.184949178e+06 +4.184949178e+06 +1.5559e+00 +5.8062e-01 -4.4908e+00 -3.4034e+00 -2.8286e+00 +2.7675e+00 +3.4872e+00 +3.1026e+00 +8.2739e-01 +1.4228e+00 +3.6242e+00 -4.6852e+00 +7.6978e-01 -3.7523e+00 -1.0257e+00 -2.3641e+00 +4.2603e+00 +2.9184e-01 -1.0618e+00 +4.4331e-01
106 +3.572451390e+06 +3.572451390e+06 +3.572415100e+06 +3.572415100e+06 -4.9090e-01 +7.4299e-01 +9.9664e-01 +8.3427e-01 -3.9653e+00 +4.5623e+00 -8.0683e-01 -9.7670e-01 +1.9564e+00 -1.2153e+00 -4.3674e+00 -4.7739e+00 +1.7057e+00 -4.9746e+00 +1.1769e+00 -3.4393e+00 +7.5054e-02 +3.7137e+00 +3.8500e-01 -7.9000e-01
141 +2.160744939e+06 +2.160744939e+06 +2.160708649e+06 +2.160708649e+06 -3.6339e+00 +1.4430e+00 +4.8747e+00 +2.2614e+00 +2.5872e+00 -1.7928e+00 -3.8349e+00 -1.6218e-01 -8.1102e-01 +7.6951e-01 +1.9923e+00 +2.6782e+00 +2.6177e+00 -4.3315e+00 -2.6192e+00 -4.6419e+00 +1.0099e+00 +1.6885e+00 -1.5502e+00 +4.9832e-01
% function evaluation | noise-free fitness - Fopt (-4.840000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.880288651e+07 +1.880288651e+07 +1.880283811e+07 +1.880283811e+07 +1.5702e+00 +3.4697e+00 -2.2625e+00 +6.8496e-01 +2.3168e+00 -8.6359e-01 -3.7001e+00 +4.5839e+00 -3.7929e+00 -3.6215e-01 -3.3872e+00 -3.3696e+00 +4.0250e+00 +4.3088e+00 +1.1018e-01 -1.6349e+00 -2.9244e+00 -2.4428e+00 +1.3519e+00 -3.7957e+00
4 +4.864693203e+06 +4.864693203e+06 +4.864644803e+06 +4.864644803e+06 -3.1345e+00 +4.0263e+00 +4.6690e+00 -3.0816e+00 -1.1997e+00 +5.9608e-01 -1.6673e+00 -1.5254e+00 -3.8341e+00 +2.8996e-02 -4.8135e+00 -2.2473e+00 +2.3630e+00 +3.4829e+00 +1.8120e+00 -3.1982e+00 -2.3546e+00 -4.4905e-02 -9.3489e-01 +1.1950e+00
67 +2.091308612e+06 +2.091308612e+06 +2.091260212e+06 +2.091260212e+06 -4.6550e+00 +3.1482e+00 +3.5803e+00 +1.9885e+00 -3.1701e+00 +2.3878e+00 -3.2827e+00 -4.2745e+00 +3.0158e+00 +1.8636e+00 -3.2343e+00 +1.6461e+00 -3.7552e+00 +1.3317e+00 -1.3513e+00 +1.1694e+00 -4.1503e+00 -3.6173e+00 -2.6341e-01 +5.2123e-01
% function evaluation | noise-free fitness - Fopt (1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.885380650e+07 +1.885380650e+07 +1.885480650e+07 +1.885480650e+07 -3.2585e+00 -2.1908e+00 +3.3016e+00 -1.9045e+00 -1.0861e+00 -1.6900e+00 +2.5582e+00 -3.3373e-01 +2.7237e+00 +2.6748e+00 -4.9739e+00 -2.7037e-01 +3.8825e+00 -1.0609e+00 -1.9084e+00 +2.1380e+00 +4.2884e+00 -3.4138e+00 +8.2161e-01 -1.8400e+00
2 +1.341476649e+07 +1.341476649e+07 +1.341576649e+07 +1.341576649e+07 +3.1528e+00 -2.9391e-01 -2.4159e-01 -3.7638e-01 +1.0832e+00 +1.4588e+00 -1.4931e+00 +1.1598e+00 +2.8207e+00 -3.7565e+00 +2.7759e+00 -4.7728e-01 -4.1514e+00 -4.3494e+00 -3.4827e+00 -2.7785e+00 +1.8308e+00 +4.7468e+00 +3.3005e+00 +4.0990e+00
4 +9.072956121e+06 +9.072956121e+06 +9.073956121e+06 +9.073956121e+06 -9.3542e-01 +1.9479e+00 -1.5450e+00 -3.0276e+00 +2.1079e+00 +9.4341e-01 -4.4165e+00 +2.8823e+00 -2.2082e+00 -8.7639e-01 -4.1218e+00 -2.9087e+00 -8.7039e-01 +3.6368e+00 -4.4592e+00 -1.7559e+00 +3.1819e+00 +7.3050e-01 -2.4349e+00 +1.4927e+00
10 +4.891157894e+06 +4.891157894e+06 +4.892157894e+06 +4.892157894e+06 +3.6282e+00 -4.8271e+00 +3.8499e+00 -9.5011e-02 +1.7842e+00 -4.6320e+00 -8.3871e-01 +9.2769e-01 -9.2327e-01 +2.4588e+00 -3.1387e+00 -4.4403e+00 -3.6216e+00 +4.5194e-01 -1.1311e+00 -2.0272e+00 +4.5013e+00 +1.5945e+00 +2.8723e+00 +3.0641e+00
30 +3.010200455e+06 +3.010200455e+06 +3.011200455e+06 +3.011200455e+06 -1.7169e+00 -1.4004e+00 +2.4934e+00 -3.8013e+00 -1.6143e-01 +4.0170e+00 +1.5867e+00 -3.3097e+00 -2.1191e+00 +2.5466e+00 +1.7999e+00 +3.7430e+00 +4.7512e+00 +9.1026e-01 -2.9034e+00 -1.2499e+00 +3.7553e+00 +2.1292e+00 +2.5118e+00 +1.8865e+00
33 +2.342117593e+06 +2.342117593e+06 +2.343117593e+06 +2.343117593e+06 +3.6900e-01 +3.0674e+00 +4.9485e+00 +4.4350e+00 +3.6703e+00 -3.3667e+00 +1.1712e+00 -7.5031e-01 -1.5954e+00 +4.0050e+00 +2.8357e-01 -2.8010e+00 +2.1068e+00 +4.6077e+00 +4.8674e+00 +4.6477e+00 +2.3560e+00 +1.3654e-01 +1.6851e+00 +1.3026e+00
% function evaluation | noise-free fitness - Fopt (3.261100000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.306309765e+07 +5.306309765e+07 +5.306342376e+07 +5.306342376e+07 -1.5939e-01 +3.2504e+00 +2.6163e+00 +1.0452e+00 -6.0042e-01 -4.6826e+00 -6.0837e-01 -2.7944e+00 -2.6056e+00 -1.6961e+00 -3.0745e+00 -1.4800e+00 +2.2116e+00 +1.5948e-01 +2.4864e-01 -1.3953e+00 -3.1160e+00 -3.4694e+00 -1.1850e+00 +3.1385e+00
3 +3.929391324e+07 +3.929391324e+07 +3.929423935e+07 +3.929423935e+07 +2.9011e-02 +1.8537e+00 -9.7238e-01 -3.8926e+00 +2.4285e+00 +4.4724e+00 -2.9940e+00 -3.6073e+00 +4.4820e+00 +3.8111e+00 +1.3023e-01 +1.8485e+00 -1.8584e+00 +4.1474e+00 +3.1320e+00 -3.9331e+00 +4.2875e+00 -3.0695e+00 +2.6998e+00 -3.4471e+00
4 +6.354313574e+06 +6.354313574e+06 +6.354639684e+06 +6.354639684e+06 +3.0333e-01 +1.2419e+00 +2.3548e+00 +1.8726e+00 +1.3589e+00 -1.4441e+00 -3.9080e+00 +2.0063e+00 +8.3537e-01 -2.2847e+00 +3.6003e+00 +3.8278e+00 +7.1129e-01 -2.3202e+00 -1.7278e+00 -2.8983e+00 +1.9025e-01 +1.3554e-01 -4.8352e+00 -2.9587e+00
11 +4.395613998e+06 +4.395613998e+06 +4.395940108e+06 +4.395940108e+06 +1.4819e+00 +2.4218e+00 -1.8574e+00 +4.4126e+00 +3.8164e+00 -3.8068e-01 +3.2221e+00 -4.3253e+00 +3.1439e+00 -3.1092e+00 -4.2328e+00 -2.0783e+00 +1.6246e-01 +1.6922e+00 +4.2704e+00 +3.0627e-01 +3.1126e+00 +4.5839e+00 -3.8300e+00 -2.9333e+00
48 +2.379750609e+06 +2.379750609e+06 +2.380076719e+06 +2.380076719e+06 +3.3993e+00 -1.1637e+00 -2.1178e-01 +8.6200e-01 +3.1294e+00 +4.3807e+00 +4.0401e+00 -1.7742e+00 +4.7410e+00 +4.9735e+00 +2.3462e+00 -3.0335e+00 -2.0770e+00 +2.5136e-01 +1.9714e+00 +4.6873e+00 -2.1707e+00 +4.9986e+00 -2.1907e+00 -2.9980e+00
84 +7.812969370e+05 +7.812969370e+05 +7.816230470e+05 +7.816230470e+05 -3.8890e+00 +3.5248e+00 +3.1453e+00 -3.4489e+00 -1.5955e+00 -3.6063e+00 -2.0473e-01 +1.6892e+00 -1.3851e+00 -3.7215e+00 +8.3347e-01 -2.0800e+00 +4.2299e+00 +3.8035e+00 +3.3518e+00 +3.7556e+00 -3.2461e+00 +4.2412e+00 -3.9804e+00 -2.9763e+00
% function evaluation | noise-free fitness - Fopt (-4.682000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.511443882e+06 +5.511443882e+06 +5.511397062e+06 +5.511397062e+06 -2.5699e+00 -3.1677e+00 -2.1635e+00 -2.5015e+00 -2.9638e+00 -3.5771e-01 -1.0088e-01 +1.0817e+00 -2.4402e+00 -1.9442e+00 -4.3997e+00 -9.9850e-01 -2.2269e+00 +2.3723e+00 +3.3831e+00 -4.4959e+00 +4.8455e+00 -4.5878e+00 +2.0946e-01 -8.8055e-01
24 +2.968884338e+06 +2.968884338e+06 +2.968837518e+06 +2.968837518e+06 +3.6953e+00 +2.3749e+00 -3.8788e+00 +3.9884e+00 +3.6852e+00 +2.7245e+00 -2.1133e+00 +1.4345e+00 -2.2489e+00 -3.6733e+00 -4.2184e+00 +3.8849e+00 +2.5954e+00 +3.7288e+00 -3.8338e-01 -1.0147e+00 +4.6503e+00 -2.0121e+00 +5.8209e-01 -3.0820e+00
62 +1.771094751e+06 +1.771094751e+06 +1.771047931e+06 +1.771047931e+06 +1.8277e+00 -3.2146e+00 +8.2553e-01 -6.7824e-01 -2.1284e-01 +3.9750e+00 +4.5231e+00 +1.0136e+00 +4.2806e+00 -3.6736e+00 +4.3843e+00 +3.1035e+00 +1.4043e+00 +2.4136e-02 +1.4884e+00 +2.5105e+00 +1.8300e+00 -3.5105e+00 +6.9406e-01 -1.4882e+00
% function evaluation | noise-free fitness - Fopt (-5.563000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.821414204e+06 +5.821414204e+06 +5.821358574e+06 +5.821358574e+06 -2.4615e+00 -4.5719e+00 -4.8380e+00 +6.7863e-01 +1.7710e+00 +1.0790e+00 +7.0002e-01 +4.2582e-01 -2.6393e+00 -2.9144e+00 -4.3896e+00 +5.4872e-01 -7.4825e-01 +3.5840e+00 +1.9536e+00 -2.6315e+00 +1.8068e+00 -1.6715e-01 +3.2015e+00 +2.9485e-01
70 +1.352605488e+06 +1.352605488e+06 +1.352549858e+06 +1.352549858e+06 +1.7406e+00 +1.7287e+00 -4.1075e+00 -3.3612e+00 +1.2395e+00 -2.8514e+00 -4.5696e+00 +4.9094e+00 +2.0860e+00 +4.2217e+00 -4.9127e+00 -1.2997e+00 -9.6330e-01 +1.2897e+00 -4.1748e-02 +1.2150e+00 +6.4875e-01 -2.5030e+00 +1.4475e+00 +7.1651e-01
% function evaluation | noise-free fitness - Fopt (3.460000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.420216400e+07 +1.420216400e+07 +1.420219860e+07 +1.420219860e+07 +7.8666e-01 -3.6530e+00 +2.4413e+00 +2.1878e+00 -2.4917e+00 -8.1996e-01 +2.7382e+00 +1.1241e+00 +4.5817e-01 -2.7737e+00 -4.9503e+00 -3.1258e+00 +2.4096e+00 +3.8206e+00 +1.7932e+00 +4.5352e+00 +2.1155e+00 +7.2213e-01 -3.6871e+00 +2.3635e-01
2 +4.504790999e+06 +4.504790999e+06 +4.504825599e+06 +4.504825599e+06 -3.0885e+00 -4.7250e+00 -3.1494e+00 -4.1265e+00 +2.3979e+00 +1.3539e+00 -3.1156e+00 -4.4530e+00 -2.8983e+00 -1.9271e-01 -1.2741e+00 +2.1527e+00 +8.0713e-01 +2.5277e+00 -3.3874e+00 -5.0067e-01 +4.6484e+00 +2.1647e+00 -1.6066e-01 +1.3784e+00
4 +2.218448795e+06 +2.218448795e+06 +2.218483395e+06 +2.218483395e+06 -4.1020e+00 -4.2934e+00 +2.0795e+00 -2.2630e+00 -1.2597e+00 +1.2014e+00 +4.1096e+00 +4.8358e+00 +4.3903e+00 -3.3737e+00 -2.9298e+00 +2.0765e+00 -4.8838e+00 +2.8653e+00 -2.6215e+00 -1.6864e+00 +3.1461e+00 +2.3139e+00 +3.7446e-01 +4.0192e+00
% function evaluation | noise-free fitness - Fopt (8.816000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.050091457e+07 +2.050091457e+07 +2.050100273e+07 +2.050100273e+07 +4.4018e+00 -2.2046e+00 -3.0125e+00 +3.6345e+00 -3.1814e+00 +1.2108e+00 -3.0246e+00 -4.0556e+00 -5.7341e-01 -1.1658e+00 -4.9832e+00 +2.4946e+00 -2.3882e+00 -3.5967e-01 +4.0276e+00 +3.6085e+00 +1.1189e+00 +4.9784e+00 +3.2223e+00 -2.2914e-01
4 +4.898180684e+06 +4.898180684e+06 +4.898268844e+06 +4.898268844e+06 +2.3151e+00 +3.4621e-01 -4.2441e+00 +4.4914e+00 +2.6899e+00 +6.9188e-01 -4.7830e+00 +2.7765e+00 -2.8771e-01 +2.7962e+00 -2.4567e+00 -4.6733e+00 -4.7495e+00 +2.5029e+00 +2.9005e+00 +1.6568e+00 -4.0616e+00 -2.4059e+00 +2.7737e-01 -1.2511e+00
16 +3.784398579e+06 +3.784398579e+06 +3.784486739e+06 +3.784486739e+06 -3.7073e+00 +3.0154e+00 -1.4672e+00 -3.7915e+00 +6.8187e-01 +4.3699e+00 +1.9581e+00 +1.6446e+00 -4.4261e+00 +6.5909e-01 +4.6298e+00 -3.1657e+00 -4.3108e+00 -3.1541e+00 +4.3749e+00 -3.6279e+00 -1.8474e+00 -2.5285e+00 -2.9684e-01 -1.2852e+00
35 +1.080900876e+06 +1.080900876e+06 +1.080989036e+06 +1.080989036e+06 -4.5904e+00 +5.8972e-01 -2.6095e+00 -4.4588e+00 -1.2435e-01 +6.3550e-01 +4.4632e+00 -1.7863e+00 +3.8829e+00 -2.6113e+00 -4.0441e+00 +9.1032e-01 +2.0873e+00 +4.0910e+00 +7.8277e-01 -4.5875e-01 -1.0235e+00 -3.8372e+00 +1.2630e+00 -9.6538e-01
% function evaluation | noise-free fitness - Fopt (-1.866200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.916133576e+06 +8.916133576e+06 +8.915946956e+06 +8.915946956e+06 -4.7614e+00 -8.0299e-01 +8.9228e-01 -3.2394e+00 -3.9126e+00 +3.2090e-01 +2.4368e+00 +2.5643e-01 -1.9040e+00 +1.2381e+00 -4.2887e+00 +8.8694e-01 -4.7079e+00 -2.7538e+00 -1.7857e+00 -4.9312e+00 +6.9766e-01 -2.6653e+00 -3.9098e+00 -2.0779e-01
5 +5.632688026e+06 +5.632688026e+06 +5.632501406e+06 +5.632501406e+06 -1.2848e+00 -4.8211e-01 -3.3472e+00 +1.3830e+00 -3.7912e+00 +1.6568e+00 +3.4716e+00 -4.4090e+00 -1.6268e+00 +1.8931e+00 +3.6592e-01 -4.2612e+00 +3.9416e+00 +3.5832e+00 +3.0314e+00 -4.5525e+00 +4.5528e+00 +2.6165e+00 -1.6162e+00 +3.2531e-01
51 +1.807145664e+06 +1.807145664e+06 +1.806959044e+06 +1.806959044e+06 +4.8579e-01 +4.4195e-01 -2.0867e+00 +1.4976e+00 -2.8757e+00 +3.2899e+00 -1.4081e+00 +1.9168e+00 +3.1306e-01 +4.3309e+00 +4.8572e+00 -2.1341e+00 -1.9395e+00 -2.4951e+00 -4.3942e+00 -2.9206e+00 +1.2101e+00 +9.8550e-01 -3.9443e+00 +1.6292e+00
