% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.378566336e+02 +3.378566336e+02 -1.242333664e+02 -1.242333664e+02 -2.9804e+00 +9.8328e-01 -3.2538e+00
2 +8.072101640e+01 +8.072101640e+01 -3.813689836e+02 -3.813689836e+02 -6.0627e-02 -3.9015e-01 +1.3103e+00
21 +3.611794896e+01 +3.611794896e+01 -4.259720510e+02 -4.259720510e+02 +8.0850e-01 +2.7835e+00 +1.0592e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.099007650e+02 +2.099007650e+02 +2.875607650e+02 +2.875607650e+02 +3.4736e+00 +1.3975e+00 +1.5126e+00
3 +6.494617579e+01 +6.494617579e+01 +1.426061758e+02 +1.426061758e+02 +4.3073e+00 -2.8645e+00 -2.1269e+00
6 +3.919742655e+01 +3.919742655e+01 +1.168574266e+02 +1.168574266e+02 -8.5834e-01 -7.3565e-01 -1.6678e+00
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.364629676e+02 +3.364629676e+02 +4.521429676e+02 +4.521429676e+02 +1.8354e-01 -4.8394e+00 -4.7554e+00
2 +1.865003470e+02 +1.865003470e+02 +3.021803470e+02 +3.021803470e+02 +4.0031e+00 -3.8538e+00 -2.8128e+00
4 +4.794736166e+01 +4.794736166e+01 +1.636273617e+02 +1.636273617e+02 +1.8280e+00 -2.5610e-01 +7.6199e-01
6 +3.194854889e+01 +3.194854889e+01 +1.476285489e+02 +1.476285489e+02 -3.8565e+00 -1.0324e+00 -9.6843e-01
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.658810155e+02 +2.658810155e+02 +2.621710155e+02 +2.621710155e+02 -5.6433e-01 +1.9613e+00 -1.6483e+00
5 +2.025755577e+02 +2.025755577e+02 +1.988655577e+02 +1.988655577e+02 -1.9912e+00 +2.2430e+00 -4.0796e-01
6 +1.455902698e+02 +1.455902698e+02 +1.418802698e+02 +1.418802698e+02 +3.8545e+00 -4.7203e+00 -1.3308e+00
11 +9.317313209e+01 +9.317313209e+01 +8.946313209e+01 +8.946313209e+01 -3.8885e+00 -1.8304e+00 +1.2794e+00
15 +6.268091851e+01 +6.268091851e+01 +5.897091851e+01 +5.897091851e+01 +4.9827e-01 -7.5820e-01 +1.3779e+00
