% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.693818904e+02 +2.693818904e+02 -1.927081096e+02 -1.927081096e+02 +3.6824e+00 -2.3284e+00
4 +1.560293736e+02 +1.560293736e+02 -3.060606264e+02 -3.060606264e+02 +1.9920e+00 -1.1540e+00
5 +3.004457962e+01 +3.004457962e+01 -4.320454204e+02 -4.320454204e+02 -3.0927e+00 +2.5400e+00
8 +1.897093606e+01 +1.897093606e+01 -4.431190639e+02 -4.431190639e+02 +5.0536e-01 +2.3777e+00
% function evaluation | noise-free fitness - Fopt (7.766000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.211907356e+01 +3.211907356e+01 +1.097790736e+02 +1.097790736e+02 +3.6709e+00 +1.3973e-01
3 +1.735581834e+01 +1.735581834e+01 +9.501581834e+01 +9.501581834e+01 -7.4380e-01 -5.6784e-01
15 +8.724334527e+00 +8.724334527e+00 +8.638433453e+01 +8.638433453e+01 +4.4002e+00 -2.0245e-01
% function evaluation | noise-free fitness - Fopt (1.156800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.255690964e+01 +5.255690964e+01 +1.682369096e+02 +1.682369096e+02 +7.1211e-01 -2.8727e+00
2 +1.740305103e+01 +1.740305103e+01 +1.330830510e+02 +1.330830510e+02 -4.0569e+00 -3.1290e-02
% function evaluation | noise-free fitness - Fopt (-3.710000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.578249104e+02 +1.578249104e+02 +1.541149104e+02 +1.541149104e+02 +4.2977e+00 +3.2000e-01
3 +4.828272334e+01 +4.828272334e+01 +4.457272334e+01 +4.457272334e+01 +4.3136e+00 -9.9702e-01
4 +2.466415362e+01 +2.466415362e+01 +2.095415362e+01 +2.095415362e+01 +4.5197e+00 -2.9793e+00
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.049301122e+01 +6.049301122e+01 +1.926730112e+02 +1.926730112e+02 +8.1272e-01 +3.3783e-01
2 +2.218108912e+01 +2.218108912e+01 +1.543610891e+02 +1.543610891e+02 -2.7501e+00 +6.8202e-01
% function evaluation | noise-free fitness - Fopt (-4.174000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.562580248e+01 +4.562580248e+01 +3.885802481e+00 +3.885802481e+00 +1.8499e+00 -3.9602e-01
20 +2.945331718e+01 +2.945331718e+01 -1.228668282e+01 -1.228668282e+01 -1.9155e+00 -1.7842e+00
% function evaluation | noise-free fitness - Fopt (-4.948600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.402147217e+01 +9.402147217e+01 -4.008385278e+02 -4.008385278e+02 -3.7224e+00 -3.9266e+00
9 +5.269160519e+01 +5.269160519e+01 -4.421683948e+02 -4.421683948e+02 +3.2791e+00 -3.2043e-01
% function evaluation | noise-free fitness - Fopt (3.484000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.076883205e+02 +6.076883205e+02 +9.560883205e+02 +9.560883205e+02 +4.7593e+00 +4.7297e+00
